self_radius,self_count,unknown_detection_rate,accuracy,precision,recall,f1,false_positive_rate,,,,,,,,,
0.02,56,0.99669558,0.8361,0.831002561,0.8438,0.837352387,0.1716,,,,,,,,,
0.01,44,0.99669558,0.8258,0.785288967,0.8968,0.837348273,0.2452,,,,,,,,,
0.03,54,0.996282528,0.8393,0.847714696,0.8272,0.837331714,0.1486,,,,,,,,,
0.06,32,0.995456423,0.8424,0.866438356,0.8096,0.837055418,0.1248,,,,,,,,,
0.03,73,0.977282115,0.8426,0.867754401,0.8084,0.837026299,0.1232,,,,,,,,,
0.05,29,0.987195374,0.8397,0.851292658,0.8232,0.837010676,0.1438,,,,,,,,,
0.01,18,0.997934738,0.821,0.768394649,0.919,0.836976321,0.277,,,,,,,,,
0.02,57,0.997108633,0.8349,0.826604252,0.8476,0.836970475,0.1778,,,,,,,,,
0.06,38,0.996282528,0.8415,0.861681847,0.8136,0.836950931,0.1306,,,,,,,,,
0.16,7,0.934737712,0.8476,0.900092081,0.782,0.836900685,0.0868,,,,,,,,,
0.04,44,0.996282528,0.8401,0.854049552,0.8204,0.836886667,0.1402,,,,,,,,,
0.04,63,0.957868649,0.8446,0.88068935,0.7972,0.83686752,0.108,,,,,,,,,
0.02,61,0.995869475,0.8396,0.851407285,0.8228,0.836859235,0.1436,,,,,,,,,
0.02,49,0.997521685,0.8342,0.82371174,0.8504,0.836843141,0.182,,,,,,,,,
0.03,15,0.997934738,0.8251,0.784526518,0.8964,0.836740409,0.2462,,,,,,,,,
0.11,41,0.980173482,0.8524,0.936354631,0.7562,0.836689533,0.0514,,,,,,,,,
0.04,55,0.995456423,0.8413,0.862237317,0.8124,0.836577078,0.1298,,,,,,,,,
0.08,6,0.999173895,0.8293,0.802609814,0.8734,0.836509913,0.2148,,,,,,,,,
0.09,33,0.90086741,0.8486,0.909347111,0.7744,0.836465759,0.0772,,,,,,,,,
0.08,53,0.972325485,0.8509,0.926159825,0.7626,0.836459362,0.0608,,,,,,,,,
0.13,4,0.998760843,0.834,0.824523902,0.8486,0.836388725,0.1806,,,,,,,,,
0.03,98,0.944650971,0.8488,0.911320755,0.7728,0.836363636,0.0752,,,,,,,,,
