self_radius,self_count,unknown_detection_rate,accuracy,precision,recall,f1,false_positive_rate,,,,,,,,,
0.18,1,0.951059265,0.8197,0.777855032,0.895,0.832325863,0.2556,,,,,,,,,
0.01,79,0.939393939,0.8325,0.834305248,0.8298,0.832046526,0.1648,,,,,,,,,
0.04,47,0.922901582,0.8368,0.857082273,0.8084,0.832029642,0.1348,,,,,,,,,
0.02,56,0.943014213,0.8319,0.831568432,0.8324,0.831984008,0.1686,,,,,,,,,
0.04,48,0.887905605,0.8452,0.909781576,0.7664,0.831958315,0.076,,,,,,,,,
0.05,25,0.957495307,0.8331,0.837761103,0.8262,0.831940389,0.16,,,,,,,,,
0.03,13,0.959372486,0.8202,0.781370826,0.8892,0.831805426,0.2488,,,,,,,,,
0.06,27,0.899705015,0.8423,0.891916648,0.779,0.831643002,0.0944,,,,,,,,,
0.02,67,0.923706087,0.8336,0.841663253,0.8218,0.831613034,0.1546,,,,,,,,,
0.03,79,0.949986592,0.8387,0.869840577,0.7966,0.831610815,0.1192,,,,,,,,,
0.02,89,0.905068383,0.8466,0.921859786,0.7574,0.831576636,0.0642,,,,,,,,,
0.04,29,0.947438992,0.8275,0.812559649,0.8514,0.831526516,0.1964,,,,,,,,,
0.09,25,0.938053097,0.8397,0.876524052,0.7908,0.831458311,0.1114,,,,,,,,,
0.26,1,0.919415393,0.8283,0.816464238,0.847,0.83145185,0.1904,,,,,,,,,
0.01,33,0.968490212,0.8216,0.788482239,0.879,0.831284282,0.2358,,,,,,,,,
0.07,33,0.925449182,0.8359,0.855901674,0.8078,0.831155469,0.136,,,,,,,,,
0.06,46,0.945025476,0.8373,0.86386192,0.8008,0.831136482,0.1262,,,,,,,,,
0.04,55,0.89796192,0.8359,0.856354763,0.8072,0.831051169,0.1354,,,,,,,,,
0.04,23,0.954277286,0.8241,0.799482536,0.8652,0.831044088,0.217,,,,,,,,,
0.07,44,0.887235184,0.8454,0.916948334,0.7596,0.830890396,0.0688,,,,,,,,,
0.09,7,0.941405202,0.8235,0.797608096,0.867,0.83085769,0.22,,,,,,,,,
0.01,53,0.952668276,0.8256,0.806591337,0.8566,0.830843841,0.2054,,,,,,,,,
0.1,37,0.864038616,0.8455,0.918179618,0.7586,0.830796189,0.0676,,,,,,,,,
0.08,38,0.93175114,0.8389,0.874806459,0.791,0.830795085,0.1132,,,,,,,,,
0.04,87,0.907347814,0.8371,0.864432432,0.7996,0.830753247,0.1254,,,,,,,,,
0.08,6,0.956154465,0.8209,0.787493281,0.879,0.830734335,0.2372,,,,,,,,,
0.06,10,0.95025476,0.8223,0.793801276,0.8708,0.83051979,0.2262,,,,,,,,,
0.02,47,0.950388844,0.8279,0.818164176,0.8432,0.83049345,0.1874,,,,,,,,,
0.06,56,0.929069456,0.8405,0.886141982,0.7814,0.830481454,0.1004,,,,,,,,,
0.02,20,0.962188254,0.8166,0.772461274,0.8976,0.830342276,0.2644,,,,,,,,,
0.12,7,0.947304907,0.8273,0.816598955,0.8442,0.830170125,0.1896,,,,,,,,,
0.06,55,0.858943416,0.8443,0.91332533,0.7608,0.830114566,0.0722,,,,,,,,,
0.04,35,0.933896487,0.8299,0.829175813,0.831,0.830086904,0.1712,,,,,,,,,
0.01,91,0.923035666,0.8344,0.852296671,0.809,0.830084137,0.1402,,,,,,,,,
0.13,12,0.91740413,0.8298,0.828879138,0.8312,0.830037947,0.1716,,,,,,,,,
0.07,17,0.955618128,0.8276,0.818553092,0.8418,0.830013804,0.1866,,,,,,,,,
0.08,60,0.910163583,0.8464,0.92913776,0.75,0.83001328,0.0572,,,,,,,,,
0.03,54,0.917001877,0.8394,0.881691408,0.784,0.829980944,0.1052,,,,,,,,,
0.03,8,0.97224457,0.8011,0.725003736,0.9702,0.82986913,0.368,,,,,,,,,
0.21,6,0.884955752,0.8455,0.923303112,0.7536,0.829864552,0.0626,,,,,,,,,
0.02,48,0.945427729,0.8291,0.826552887,0.833,0.829763921,0.1748,,,,,,,,,
0.1,7,0.955618128,0.8226,0.797601476,0.8646,0.82975048,0.2194,,,,,,,,,
0.1,9,0.932689729,0.8292,0.827106518,0.8324,0.829744817,0.174,,,,,,,,,
0.05,28,0.957629391,0.8328,0.845228216,0.8148,0.829735234,0.1492,,,,,,,,,
0.01,99,0.876508447,0.8362,0.864010394,0.798,0.829694323,0.1256,,,,,,,,,
0.03,63,0.911370341,0.8336,0.849979018,0.8102,0.829612943,0.143,,,,,,,,,
0.04,62,0.907481899,0.8372,0.870223979,0.7926,0.829600167,0.1182,,,,,,,,,
0.05,47,0.928667203,0.8339,0.851695808,0.8086,0.829588591,0.1408,,,,,,,,,
0.1,22,0.849289354,0.8453,0.923473142,0.753,0.829569241,0.0624,,,,,,,,,
0.07,14,0.914186109,0.8331,0.847630975,0.8122,0.82953733,0.146,,,,,,,,,
