radius,count,Unknown Coverage,Accuracy,Precision,Recall,F1,FPR,,radius,count,Accuracy,Precision,Recall,FPR,Unknown Coverage,F1
0.37,460,0,0.5,0,0,0,0,,,,,,,,,
0.37,470,0,0.5,0,0,0,0,,,,,,,,,
0.37,480,0,0.5,0,0,0,0,,,,,,,,,
0.37,490,0,0.5,0,0,0,0,,,,,,,,,
0.37,500,0,0.5,0,0,0,0,,,,,,,,,
0.38,10,0,0.5,0,0,0,0,,,,,,,,,
0.38,20,0,0.5,0,0,0,0,,,,,,,,,
0.38,30,0,0.5,0,0,0,0,,,,,,,,,
0.38,40,0,0.5,0,0,0,0,,,,,,,,,
0.38,50,0,0.5,0,0,0,0,,,,,,,,,
0.38,60,0,0.5,0,0,0,0,,,,,,,,,
0.38,70,0,0.5,0,0,0,0,,,,,,,,,
0.38,80,0,0.5,0,0,0,0,,,,,,,,,
0.38,90,0,0.5,0,0,0,0,,,,,,,,,
0.38,100,0,0.5,0,0,0,0,,,,,,,,,
0.38,110,0,0.5,0,0,0,0,,,,,,,,,
0.38,120,0,0.5,0,0,0,0,,,,,,,,,
0.38,130,0,0.5,0,0,0,0,,,,,,,,,
0.38,140,0,0.5,0,0,0,0,,,,,,,,,
0.38,150,0,0.5,0,0,0,0,,,,,,,,,
0.38,160,0,0.5,0,0,0,0,,,,,,,,,
0.38,170,0,0.5,0,0,0,0,,,,,,,,,
0.38,180,0,0.5,0,0,0,0,,,,,,,,,
0.38,190,0,0.5,0,0,0,0,,,,,,,,,
0.38,200,0,0.5,0,0,0,0,,,,,,,,,
0.38,210,0,0.5,0,0,0,0,,,,,,,,,
0.38,220,0,0.5,0,0,0,0,,,,,,,,,
0.38,230,0,0.5,0,0,0,0,,,,,,,,,
0.38,240,0,0.5,0,0,0,0,,,,,,,,,
0.38,250,0,0.5,0,0,0,0,,,,,,,,,
0.38,260,0,0.5,0,0,0,0,,,,,,,,,
0.38,270,0,0.5,0,0,0,0,,,,,,,,,
0.38,280,0,0.5,0,0,0,0,,,,,,,,,
0.38,290,0,0.5,0,0,0,0,,,,,,,,,
0.38,300,0,0.5,0,0,0,0,,,,,,,,,
0.38,310,0,0.5,0,0,0,0,,,,,,,,,
0.38,320,0,0.5,0,0,0,0,,,,,,,,,
0.38,330,0,0.5,0,0,0,0,,,,,,,,,
0.38,340,0,0.5,0,0,0,0,,,,,,,,,
0.38,350,0,0.5,0,0,0,0,,,,,,,,,
0.38,360,0,0.5,0,0,0,0,,,,,,,,,
0.38,370,0,0.5,0,0,0,0,,,,,,,,,
0.38,380,0,0.5,0,0,0,0,,,,,,,,,
0.38,390,0,0.5,0,0,0,0,,,,,,,,,
0.38,400,0,0.5,0,0,0,0,,,,,,,,,
0.38,410,0,0.5,0,0,0,0,,,,,,,,,
0.38,420,0,0.5,0,0,0,0,,,,,,,,,
0.38,430,0,0.5,0,0,0,0,,,,,,,,,
0.38,440,0,0.5,0,0,0,0,,,,,,,,,
0.38,450,0,0.5,0,0,0,0,,,,,,,,,
0.38,460,0,0.5,0,0,0,0,,,,,,,,,
0.38,470,0,0.5,0,0,0,0,,,,,,,,,
0.38,480,0,0.5,0,0,0,0,,,,,,,,,
0.38,490,0,0.5,0,0,0,0,,,,,,,,,
0.38,500,0,0.5,0,0,0,0,,,,,,,,,
0.39,10,0,0.5,0,0,0,0,,,,,,,,,
0.39,20,0,0.5,0,0,0,0,,,,,,,,,
0.39,30,0,0.5,0,0,0,0,,,,,,,,,
0.39,40,0,0.5,0,0,0,0,,,,,,,,,
0.39,50,0,0.5,0,0,0,0,,,,,,,,,
0.39,60,0,0.5,0,0,0,0,,,,,,,,,
0.39,70,0,0.5,0,0,0,0,,,,,,,,,
0.39,80,0,0.5,0,0,0,0,,,,,,,,,
0.39,90,0,0.5,0,0,0,0,,,,,,,,,
0.39,100,0,0.5,0,0,0,0,,,,,,,,,
0.39,110,0,0.5,0,0,0,0,,,,,,,,,
0.39,120,0,0.5,0,0,0,0,,,,,,,,,
0.39,130,0,0.5,0,0,0,0,,,,,,,,,
0.39,140,0,0.5,0,0,0,0,,,,,,,,,
0.39,150,0,0.5,0,0,0,0,,,,,,,,,
0.39,160,0,0.5,0,0,0,0,,,,,,,,,
0.39,170,0,0.5,0,0,0,0,,,,,,,,,
0.39,180,0,0.5,0,0,0,0,,,,,,,,,
0.39,190,0,0.5,0,0,0,0,,,,,,,,,
0.39,200,0,0.5,0,0,0,0,,,,,,,,,
0.39,210,0,0.5,0,0,0,0,,,,,,,,,
0.39,220,0,0.5,0,0,0,0,,,,,,,,,
0.39,230,0,0.5,0,0,0,0,,,,,,,,,
0.39,240,0,0.5,0,0,0,0,,,,,,,,,
0.39,250,0,0.5,0,0,0,0,,,,,,,,,
0.39,260,0,0.5,0,0,0,0,,,,,,,,,
0.39,270,0,0.5,0,0,0,0,,,,,,,,,
0.39,280,0,0.5,0,0,0,0,,,,,,,,,
0.39,290,0,0.5,0,0,0,0,,,,,,,,,
0.39,300,0,0.5,0,0,0,0,,,,,,,,,
0.39,310,0,0.5,0,0,0,0,,,,,,,,,
0.39,320,0,0.5,0,0,0,0,,,,,,,,,
0.39,330,0,0.5,0,0,0,0,,,,,,,,,
0.39,340,0,0.5,0,0,0,0,,,,,,,,,
0.39,350,0,0.5,0,0,0,0,,,,,,,,,
0.39,360,0,0.5,0,0,0,0,,,,,,,,,
0.39,370,0,0.5,0,0,0,0,,,,,,,,,
0.39,380,0,0.5,0,0,0,0,,,,,,,,,
0.39,390,0,0.5,0,0,0,0,,,,,,,,,
0.39,400,0,0.5,0,0,0,0,,,,,,,,,
0.39,410,0,0.5,0,0,0,0,,,,,,,,,
0.39,420,0,0.5,0,0,0,0,,,,,,,,,
0.39,430,0,0.5,0,0,0,0,,,,,,,,,
0.39,440,0,0.5,0,0,0,0,,,,,,,,,
0.39,450,0,0.5,0,0,0,0,,,,,,,,,
0.39,460,0,0.5,0,0,0,0,,,,,,,,,
0.39,470,0,0.5,0,0,0,0,,,,,,,,,
0.39,480,0,0.5,0,0,0,0,,,,,,,,,
0.39,490,0,0.5,0,0,0,0,,,,,,,,,
0.39,500,0,0.5,0,0,0,0,,,,,,,,,
0.4,10,0,0.5,0,0,0,0,,,,,,,,,
0.4,20,0,0.5,0,0,0,0,,,,,,,,,
0.4,30,0,0.5,0,0,0,0,,,,,,,,,
0.4,40,0,0.5,0,0,0,0,,,,,,,,,
0.4,50,0,0.5,0,0,0,0,,,,,,,,,
0.4,60,0,0.5,0,0,0,0,,,,,,,,,
0.4,70,0,0.5,0,0,0,0,,,,,,,,,
0.4,80,0,0.5,0,0,0,0,,,,,,,,,
0.4,90,0,0.5,0,0,0,0,,,,,,,,,
0.4,100,0,0.5,0,0,0,0,,,,,,,,,
0.4,110,0,0.5,0,0,0,0,,,,,,,,,
0.4,120,0,0.5,0,0,0,0,,,,,,,,,
0.4,130,0,0.5,0,0,0,0,,,,,,,,,
0.4,140,0,0.5,0,0,0,0,,,,,,,,,
0.4,150,0,0.5,0,0,0,0,,,,,,,,,
0.4,160,0,0.5,0,0,0,0,,,,,,,,,
0.4,170,0,0.5,0,0,0,0,,,,,,,,,
0.4,180,0,0.5,0,0,0,0,,,,,,,,,
0.4,190,0,0.5,0,0,0,0,,,,,,,,,
0.4,200,0,0.5,0,0,0,0,,,,,,,,,
0.4,210,0,0.5,0,0,0,0,,,,,,,,,
0.4,220,0,0.5,0,0,0,0,,,,,,,,,
0.4,230,0,0.5,0,0,0,0,,,,,,,,,
0.4,240,0,0.5,0,0,0,0,,,,,,,,,
0.4,250,0,0.5,0,0,0,0,,,,,,,,,
0.4,260,0,0.5,0,0,0,0,,,,,,,,,
0.4,270,0,0.5,0,0,0,0,,,,,,,,,
0.4,280,0,0.5,0,0,0,0,,,,,,,,,
0.4,290,0,0.5,0,0,0,0,,,,,,,,,
0.4,300,0,0.5,0,0,0,0,,,,,,,,,
0.4,310,0,0.5,0,0,0,0,,,,,,,,,
0.4,320,0,0.5,0,0,0,0,,,,,,,,,
0.4,330,0,0.5,0,0,0,0,,,,,,,,,
0.4,340,0,0.5,0,0,0,0,,,,,,,,,
0.4,350,0,0.5,0,0,0,0,,,,,,,,,
0.4,360,0,0.5,0,0,0,0,,,,,,,,,
0.4,370,0,0.5,0,0,0,0,,,,,,,,,
0.4,380,0,0.5,0,0,0,0,,,,,,,,,
0.4,390,0,0.5,0,0,0,0,,,,,,,,,
0.4,400,0,0.5,0,0,0,0,,,,,,,,,
0.4,410,0,0.5,0,0,0,0,,,,,,,,,
0.4,420,0,0.5,0,0,0,0,,,,,,,,,
0.4,430,0,0.5,0,0,0,0,,,,,,,,,
0.4,440,0,0.5,0,0,0,0,,,,,,,,,
0.4,450,0,0.5,0,0,0,0,,,,,,,,,
0.4,460,0,0.5,0,0,0,0,,,,,,,,,
0.4,470,0,0.5,0,0,0,0,,,,,,,,,
0.4,480,0,0.5,0,0,0,0,,,,,,,,,
0.4,490,0,0.5,0,0,0,0,,,,,,,,,
0.4,500,0,0.5,0,0,0,0,,,,,,,,,
0.41,10,0,0.5,0,0,0,0,,,,,,,,,
0.41,20,0,0.5,0,0,0,0,,,,,,,,,
0.41,30,0,0.5,0,0,0,0,,,,,,,,,
0.41,40,0,0.5,0,0,0,0,,,,,,,,,
0.41,50,0,0.5,0,0,0,0,,,,,,,,,
0.41,60,0,0.5,0,0,0,0,,,,,,,,,
0.41,70,0,0.5,0,0,0,0,,,,,,,,,
0.41,80,0,0.5,0,0,0,0,,,,,,,,,
0.41,90,0,0.5,0,0,0,0,,,,,,,,,
0.41,100,0,0.5,0,0,0,0,,,,,,,,,
0.41,110,0,0.5,0,0,0,0,,,,,,,,,
0.41,120,0,0.5,0,0,0,0,,,,,,,,,
0.41,130,0,0.5,0,0,0,0,,,,,,,,,
0.41,140,0,0.5,0,0,0,0,,,,,,,,,
0.41,150,0,0.5,0,0,0,0,,,,,,,,,
0.41,160,0,0.5,0,0,0,0,,,,,,,,,
0.41,170,0,0.5,0,0,0,0,,,,,,,,,
0.41,180,0,0.5,0,0,0,0,,,,,,,,,
0.41,190,0,0.5,0,0,0,0,,,,,,,,,
0.41,200,0,0.5,0,0,0,0,,,,,,,,,
0.41,210,0,0.5,0,0,0,0,,,,,,,,,
0.41,220,0,0.5,0,0,0,0,,,,,,,,,
0.41,230,0,0.5,0,0,0,0,,,,,,,,,
0.41,240,0,0.5,0,0,0,0,,,,,,,,,
0.41,250,0,0.5,0,0,0,0,,,,,,,,,
0.41,260,0,0.5,0,0,0,0,,,,,,,,,
0.41,270,0,0.5,0,0,0,0,,,,,,,,,
0.41,280,0,0.5,0,0,0,0,,,,,,,,,
0.41,290,0,0.5,0,0,0,0,,,,,,,,,
0.41,300,0,0.5,0,0,0,0,,,,,,,,,
0.41,310,0,0.5,0,0,0,0,,,,,,,,,
0.41,320,0,0.5,0,0,0,0,,,,,,,,,
0.41,330,0,0.5,0,0,0,0,,,,,,,,,
0.41,340,0,0.5,0,0,0,0,,,,,,,,,
0.41,350,0,0.5,0,0,0,0,,,,,,,,,
0.41,360,0,0.5,0,0,0,0,,,,,,,,,
0.41,370,0,0.5,0,0,0,0,,,,,,,,,
0.41,380,0,0.5,0,0,0,0,,,,,,,,,
0.41,390,0,0.5,0,0,0,0,,,,,,,,,
0.41,400,0,0.5,0,0,0,0,,,,,,,,,
0.41,410,0,0.5,0,0,0,0,,,,,,,,,
0.41,420,0,0.5,0,0,0,0,,,,,,,,,
0.41,430,0,0.5,0,0,0,0,,,,,,,,,
0.41,440,0,0.5,0,0,0,0,,,,,,,,,
0.41,450,0,0.5,0,0,0,0,,,,,,,,,
0.41,460,0,0.5,0,0,0,0,,,,,,,,,
0.41,470,0,0.5,0,0,0,0,,,,,,,,,
0.41,480,0,0.5,0,0,0,0,,,,,,,,,
0.41,490,0,0.5,0,0,0,0,,,,,,,,,
0.41,500,0,0.5,0,0,0,0,,,,,,,,,
0.42,10,0,0.5,0,0,0,0,,,,,,,,,
0.42,20,0,0.5,0,0,0,0,,,,,,,,,
0.42,30,0,0.5,0,0,0,0,,,,,,,,,
0.42,40,0,0.5,0,0,0,0,,,,,,,,,
0.42,50,0,0.5,0,0,0,0,,,,,,,,,
0.42,60,0,0.5,0,0,0,0,,,,,,,,,
0.42,70,0,0.5,0,0,0,0,,,,,,,,,
0.42,80,0,0.5,0,0,0,0,,,,,,,,,
0.42,90,0,0.5,0,0,0,0,,,,,,,,,
0.42,100,0,0.5,0,0,0,0,,,,,,,,,
0.42,110,0,0.5,0,0,0,0,,,,,,,,,
0.42,120,0,0.5,0,0,0,0,,,,,,,,,
0.42,130,0,0.5,0,0,0,0,,,,,,,,,
0.42,140,0,0.5,0,0,0,0,,,,,,,,,
0.42,150,0,0.5,0,0,0,0,,,,,,,,,
0.42,160,0,0.5,0,0,0,0,,,,,,,,,
0.42,170,0,0.5,0,0,0,0,,,,,,,,,
0.42,180,0,0.5,0,0,0,0,,,,,,,,,
0.42,190,0,0.5,0,0,0,0,,,,,,,,,
0.42,200,0,0.5,0,0,0,0,,,,,,,,,
0.42,210,0,0.5,0,0,0,0,,,,,,,,,
0.42,220,0,0.5,0,0,0,0,,,,,,,,,
0.42,230,0,0.5,0,0,0,0,,,,,,,,,
0.42,240,0,0.5,0,0,0,0,,,,,,,,,
0.42,250,0,0.5,0,0,0,0,,,,,,,,,
0.42,260,0,0.5,0,0,0,0,,,,,,,,,
0.42,270,0,0.5,0,0,0,0,,,,,,,,,
0.42,280,0,0.5,0,0,0,0,,,,,,,,,
0.42,290,0,0.5,0,0,0,0,,,,,,,,,
0.42,300,0,0.5,0,0,0,0,,,,,,,,,
0.42,310,0,0.5,0,0,0,0,,,,,,,,,
0.42,320,0,0.5,0,0,0,0,,,,,,,,,
0.42,330,0,0.5,0,0,0,0,,,,,,,,,
0.42,340,0,0.5,0,0,0,0,,,,,,,,,
0.42,350,0,0.5,0,0,0,0,,,,,,,,,
0.42,360,0,0.5,0,0,0,0,,,,,,,,,
0.42,370,0,0.5,0,0,0,0,,,,,,,,,
0.42,380,0,0.5,0,0,0,0,,,,,,,,,
0.42,390,0,0.5,0,0,0,0,,,,,,,,,
0.42,400,0,0.5,0,0,0,0,,,,,,,,,
0.42,410,0,0.5,0,0,0,0,,,,,,,,,
0.42,420,0,0.5,0,0,0,0,,,,,,,,,
0.42,430,0,0.5,0,0,0,0,,,,,,,,,
0.42,440,0,0.5,0,0,0,0,,,,,,,,,
0.42,450,0,0.5,0,0,0,0,,,,,,,,,
0.42,460,0,0.5,0,0,0,0,,,,,,,,,
0.42,470,0,0.5,0,0,0,0,,,,,,,,,
0.42,480,0,0.5,0,0,0,0,,,,,,,,,
0.42,490,0,0.5,0,0,0,0,,,,,,,,,
0.42,500,0,0.5,0,0,0,0,,,,,,,,,
0.43,10,0,0.5,0,0,0,0,,,,,,,,,
0.43,20,0,0.5,0,0,0,0,,,,,,,,,
0.43,30,0,0.5,0,0,0,0,,,,,,,,,
0.43,40,0,0.5,0,0,0,0,,,,,,,,,
0.43,50,0,0.5,0,0,0,0,,,,,,,,,
0.43,60,0,0.5,0,0,0,0,,,,,,,,,
0.43,70,0,0.5,0,0,0,0,,,,,,,,,
0.43,80,0,0.5,0,0,0,0,,,,,,,,,
0.43,90,0,0.5,0,0,0,0,,,,,,,,,
0.43,100,0,0.5,0,0,0,0,,,,,,,,,
0.43,110,0,0.5,0,0,0,0,,,,,,,,,
0.43,120,0,0.5,0,0,0,0,,,,,,,,,
0.43,130,0,0.5,0,0,0,0,,,,,,,,,
0.43,140,0,0.5,0,0,0,0,,,,,,,,,
0.43,150,0,0.5,0,0,0,0,,,,,,,,,
0.43,160,0,0.5,0,0,0,0,,,,,,,,,
0.43,170,0,0.5,0,0,0,0,,,,,,,,,
0.43,180,0,0.5,0,0,0,0,,,,,,,,,
0.43,190,0,0.5,0,0,0,0,,,,,,,,,
0.43,200,0,0.5,0,0,0,0,,,,,,,,,
0.43,210,0,0.5,0,0,0,0,,,,,,,,,
0.43,220,0,0.5,0,0,0,0,,,,,,,,,
0.43,230,0,0.5,0,0,0,0,,,,,,,,,
0.43,240,0,0.5,0,0,0,0,,,,,,,,,
0.43,250,0,0.5,0,0,0,0,,,,,,,,,
0.43,260,0,0.5,0,0,0,0,,,,,,,,,
0.43,270,0,0.5,0,0,0,0,,,,,,,,,
0.43,280,0,0.5,0,0,0,0,,,,,,,,,
0.43,290,0,0.5,0,0,0,0,,,,,,,,,
0.43,300,0,0.5,0,0,0,0,,,,,,,,,
0.43,310,0,0.5,0,0,0,0,,,,,,,,,
0.43,320,0,0.5,0,0,0,0,,,,,,,,,
0.43,330,0,0.5,0,0,0,0,,,,,,,,,
0.43,340,0,0.5,0,0,0,0,,,,,,,,,
0.43,350,0,0.5,0,0,0,0,,,,,,,,,
0.43,360,0,0.5,0,0,0,0,,,,,,,,,
0.43,370,0,0.5,0,0,0,0,,,,,,,,,
0.43,380,0,0.5,0,0,0,0,,,,,,,,,
0.43,390,0,0.5,0,0,0,0,,,,,,,,,
0.43,400,0,0.5,0,0,0,0,,,,,,,,,
0.43,410,0,0.5,0,0,0,0,,,,,,,,,
0.43,420,0,0.5,0,0,0,0,,,,,,,,,
0.43,430,0,0.5,0,0,0,0,,,,,,,,,
0.43,440,0,0.5,0,0,0,0,,,,,,,,,
0.43,450,0,0.5,0,0,0,0,,,,,,,,,
0.43,460,0,0.5,0,0,0,0,,,,,,,,,
0.43,470,0,0.5,0,0,0,0,,,,,,,,,
0.43,480,0,0.5,0,0,0,0,,,,,,,,,
0.43,490,0,0.5,0,0,0,0,,,,,,,,,
0.43,500,0,0.5,0,0,0,0,,,,,,,,,
0.44,10,0,0.5,0,0,0,0,,,,,,,,,
0.44,20,0,0.5,0,0,0,0,,,,,,,,,
0.44,30,0,0.5,0,0,0,0,,,,,,,,,
0.44,40,0,0.5,0,0,0,0,,,,,,,,,
0.44,50,0,0.5,0,0,0,0,,,,,,,,,
0.44,60,0,0.5,0,0,0,0,,,,,,,,,
0.44,70,0,0.5,0,0,0,0,,,,,,,,,
0.44,80,0,0.5,0,0,0,0,,,,,,,,,
0.44,90,0,0.5,0,0,0,0,,,,,,,,,
0.44,100,0,0.5,0,0,0,0,,,,,,,,,
0.44,110,0,0.5,0,0,0,0,,,,,,,,,
0.44,120,0,0.5,0,0,0,0,,,,,,,,,
0.44,130,0,0.5,0,0,0,0,,,,,,,,,
0.44,140,0,0.5,0,0,0,0,,,,,,,,,
0.44,150,0,0.5,0,0,0,0,,,,,,,,,
0.44,160,0,0.5,0,0,0,0,,,,,,,,,
0.44,170,0,0.5,0,0,0,0,,,,,,,,,
0.44,180,0,0.5,0,0,0,0,,,,,,,,,
0.44,190,0,0.5,0,0,0,0,,,,,,,,,
0.44,200,0,0.5,0,0,0,0,,,,,,,,,
0.44,210,0,0.5,0,0,0,0,,,,,,,,,
0.44,220,0,0.5,0,0,0,0,,,,,,,,,
0.44,230,0,0.5,0,0,0,0,,,,,,,,,
0.44,240,0,0.5,0,0,0,0,,,,,,,,,
0.44,250,0,0.5,0,0,0,0,,,,,,,,,
0.44,260,0,0.5,0,0,0,0,,,,,,,,,
0.44,270,0,0.5,0,0,0,0,,,,,,,,,
0.44,280,0,0.5,0,0,0,0,,,,,,,,,
0.44,290,0,0.5,0,0,0,0,,,,,,,,,
0.44,300,0,0.5,0,0,0,0,,,,,,,,,
0.44,310,0,0.5,0,0,0,0,,,,,,,,,
0.44,320,0,0.5,0,0,0,0,,,,,,,,,
0.44,330,0,0.5,0,0,0,0,,,,,,,,,
0.44,340,0,0.5,0,0,0,0,,,,,,,,,
0.44,350,0,0.5,0,0,0,0,,,,,,,,,
0.44,360,0,0.5,0,0,0,0,,,,,,,,,
0.44,370,0,0.5,0,0,0,0,,,,,,,,,
0.44,380,0,0.5,0,0,0,0,,,,,,,,,
0.44,390,0,0.5,0,0,0,0,,,,,,,,,
0.44,400,0,0.5,0,0,0,0,,,,,,,,,
0.44,410,0,0.5,0,0,0,0,,,,,,,,,
0.44,420,0,0.5,0,0,0,0,,,,,,,,,
0.44,430,0,0.5,0,0,0,0,,,,,,,,,
0.44,440,0,0.5,0,0,0,0,,,,,,,,,
0.44,450,0,0.5,0,0,0,0,,,,,,,,,
0.44,460,0,0.5,0,0,0,0,,,,,,,,,
0.44,470,0,0.5,0,0,0,0,,,,,,,,,
0.44,480,0,0.5,0,0,0,0,,,,,,,,,
0.44,490,0,0.5,0,0,0,0,,,,,,,,,
0.44,500,0,0.5,0,0,0,0,,,,,,,,,
0.45,10,0,0.5,0,0,0,0,,,,,,,,,
0.45,20,0,0.5,0,0,0,0,,,,,,,,,
0.45,30,0,0.5,0,0,0,0,,,,,,,,,
0.45,40,0,0.5,0,0,0,0,,,,,,,,,
0.45,50,0,0.5,0,0,0,0,,,,,,,,,
0.45,60,0,0.5,0,0,0,0,,,,,,,,,
0.45,70,0,0.5,0,0,0,0,,,,,,,,,
0.45,80,0,0.5,0,0,0,0,,,,,,,,,
0.45,90,0,0.5,0,0,0,0,,,,,,,,,
0.45,100,0,0.5,0,0,0,0,,,,,,,,,
0.45,110,0,0.5,0,0,0,0,,,,,,,,,
0.45,120,0,0.5,0,0,0,0,,,,,,,,,
0.45,130,0,0.5,0,0,0,0,,,,,,,,,
0.45,140,0,0.5,0,0,0,0,,,,,,,,,
0.45,150,0,0.5,0,0,0,0,,,,,,,,,
0.45,160,0,0.5,0,0,0,0,,,,,,,,,
0.45,170,0,0.5,0,0,0,0,,,,,,,,,
0.45,180,0,0.5,0,0,0,0,,,,,,,,,
0.45,190,0,0.5,0,0,0,0,,,,,,,,,
0.45,200,0,0.5,0,0,0,0,,,,,,,,,
0.45,210,0,0.5,0,0,0,0,,,,,,,,,
0.45,220,0,0.5,0,0,0,0,,,,,,,,,
0.45,230,0,0.5,0,0,0,0,,,,,,,,,
0.45,240,0,0.5,0,0,0,0,,,,,,,,,
0.45,250,0,0.5,0,0,0,0,,,,,,,,,
0.45,260,0,0.5,0,0,0,0,,,,,,,,,
0.45,270,0,0.5,0,0,0,0,,,,,,,,,
0.45,280,0,0.5,0,0,0,0,,,,,,,,,
0.45,290,0,0.5,0,0,0,0,,,,,,,,,
0.45,300,0,0.5,0,0,0,0,,,,,,,,,
0.45,310,0,0.5,0,0,0,0,,,,,,,,,
0.45,320,0,0.5,0,0,0,0,,,,,,,,,
0.45,330,0,0.5,0,0,0,0,,,,,,,,,
0.45,340,0,0.5,0,0,0,0,,,,,,,,,
0.45,350,0,0.5,0,0,0,0,,,,,,,,,
0.45,360,0,0.5,0,0,0,0,,,,,,,,,
0.45,370,0,0.5,0,0,0,0,,,,,,,,,
0.45,380,0,0.5,0,0,0,0,,,,,,,,,
0.45,390,0,0.5,0,0,0,0,,,,,,,,,
0.45,400,0,0.5,0,0,0,0,,,,,,,,,
0.45,410,0,0.5,0,0,0,0,,,,,,,,,
0.45,420,0,0.5,0,0,0,0,,,,,,,,,
0.45,430,0,0.5,0,0,0,0,,,,,,,,,
0.45,440,0,0.5,0,0,0,0,,,,,,,,,
0.45,450,0,0.5,0,0,0,0,,,,,,,,,
0.45,460,0,0.5,0,0,0,0,,,,,,,,,
0.45,470,0,0.5,0,0,0,0,,,,,,,,,
0.45,480,0,0.5,0,0,0,0,,,,,,,,,
0.45,490,0,0.5,0,0,0,0,,,,,,,,,
0.45,500,0,0.5,0,0,0,0,,,,,,,,,
0.46,10,0,0.5,0,0,0,0,,,,,,,,,
0.46,20,0,0.5,0,0,0,0,,,,,,,,,
0.46,30,0,0.5,0,0,0,0,,,,,,,,,
0.46,40,0,0.5,0,0,0,0,,,,,,,,,
0.46,50,0,0.5,0,0,0,0,,,,,,,,,
0.46,60,0,0.5,0,0,0,0,,,,,,,,,
0.46,70,0,0.5,0,0,0,0,,,,,,,,,
0.46,80,0,0.5,0,0,0,0,,,,,,,,,
0.46,90,0,0.5,0,0,0,0,,,,,,,,,
0.46,100,0,0.5,0,0,0,0,,,,,,,,,
0.46,110,0,0.5,0,0,0,0,,,,,,,,,
0.46,120,0,0.5,0,0,0,0,,,,,,,,,
0.46,130,0,0.5,0,0,0,0,,,,,,,,,
0.46,140,0,0.5,0,0,0,0,,,,,,,,,
0.46,150,0,0.5,0,0,0,0,,,,,,,,,
0.46,160,0,0.5,0,0,0,0,,,,,,,,,
0.46,170,0,0.5,0,0,0,0,,,,,,,,,
0.46,180,0,0.5,0,0,0,0,,,,,,,,,
0.46,190,0,0.5,0,0,0,0,,,,,,,,,
0.46,200,0,0.5,0,0,0,0,,,,,,,,,
0.46,210,0,0.5,0,0,0,0,,,,,,,,,
0.46,220,0,0.5,0,0,0,0,,,,,,,,,
0.46,230,0,0.5,0,0,0,0,,,,,,,,,
0.46,240,0,0.5,0,0,0,0,,,,,,,,,
0.46,250,0,0.5,0,0,0,0,,,,,,,,,
0.46,260,0,0.5,0,0,0,0,,,,,,,,,
0.46,270,0,0.5,0,0,0,0,,,,,,,,,
0.46,280,0,0.5,0,0,0,0,,,,,,,,,
0.46,290,0,0.5,0,0,0,0,,,,,,,,,
0.46,300,0,0.5,0,0,0,0,,,,,,,,,
0.46,310,0,0.5,0,0,0,0,,,,,,,,,
0.46,320,0,0.5,0,0,0,0,,,,,,,,,
0.46,330,0,0.5,0,0,0,0,,,,,,,,,
0.46,340,0,0.5,0,0,0,0,,,,,,,,,
0.46,350,0,0.5,0,0,0,0,,,,,,,,,
0.46,360,0,0.5,0,0,0,0,,,,,,,,,
0.46,370,0,0.5,0,0,0,0,,,,,,,,,
0.46,380,0,0.5,0,0,0,0,,,,,,,,,
0.46,390,0,0.5,0,0,0,0,,,,,,,,,
0.46,400,0,0.5,0,0,0,0,,,,,,,,,
0.46,410,0,0.5,0,0,0,0,,,,,,,,,
0.46,420,0,0.5,0,0,0,0,,,,,,,,,
0.46,430,0,0.5,0,0,0,0,,,,,,,,,
0.46,440,0,0.5,0,0,0,0,,,,,,,,,
0.46,450,0,0.5,0,0,0,0,,,,,,,,,
0.46,460,0,0.5,0,0,0,0,,,,,,,,,
0.46,470,0,0.5,0,0,0,0,,,,,,,,,
0.46,480,0,0.5,0,0,0,0,,,,,,,,,
0.46,490,0,0.5,0,0,0,0,,,,,,,,,
0.46,500,0,0.5,0,0,0,0,,,,,,,,,
0.47,10,0,0.5,0,0,0,0,,,,,,,,,
0.47,20,0,0.5,0,0,0,0,,,,,,,,,
0.47,30,0,0.5,0,0,0,0,,,,,,,,,
0.47,40,0,0.5,0,0,0,0,,,,,,,,,
0.47,50,0,0.5,0,0,0,0,,,,,,,,,
0.47,60,0,0.5,0,0,0,0,,,,,,,,,
0.47,70,0,0.5,0,0,0,0,,,,,,,,,
0.47,80,0,0.5,0,0,0,0,,,,,,,,,
0.47,90,0,0.5,0,0,0,0,,,,,,,,,
0.47,100,0,0.5,0,0,0,0,,,,,,,,,
0.47,110,0,0.5,0,0,0,0,,,,,,,,,
0.47,120,0,0.5,0,0,0,0,,,,,,,,,
0.47,130,0,0.5,0,0,0,0,,,,,,,,,
0.47,140,0,0.5,0,0,0,0,,,,,,,,,
0.47,150,0,0.5,0,0,0,0,,,,,,,,,
0.47,160,0,0.5,0,0,0,0,,,,,,,,,
0.47,170,0,0.5,0,0,0,0,,,,,,,,,
0.47,180,0,0.5,0,0,0,0,,,,,,,,,
0.47,190,0,0.5,0,0,0,0,,,,,,,,,
0.47,200,0,0.5,0,0,0,0,,,,,,,,,
0.47,210,0,0.5,0,0,0,0,,,,,,,,,
0.47,220,0,0.5,0,0,0,0,,,,,,,,,
0.47,230,0,0.5,0,0,0,0,,,,,,,,,
0.47,240,0,0.5,0,0,0,0,,,,,,,,,
0.47,250,0,0.5,0,0,0,0,,,,,,,,,
