self_radius,self_count,uc,accuracy,precision,recall,f1,far,,,,,,,,,
0.05,7,0.526455026,0.5211,0.512466029,0.8674,0.644284335,0.8252,,,,,,,,,
0.04,9,0.624338624,0.5076,0.50429767,0.8918,0.644271059,0.8766,,,,,,,,,
0.1,3,0.825396825,0.484,0.49158072,0.9342,0.644187009,0.9662,,,,,,,,,
0.02,82,0.362433862,0.5953,0.574792026,0.7324,0.644094627,0.5418,,,,,,,,,
0.01,18,0.55026455,0.5121,0.506953224,0.8822,0.643894606,0.858,,,,,,,,,
0.04,11,0.693121693,0.4944,0.49695586,0.9142,0.643893506,0.9254,,,,,,,,,
0.18,12,0.489417989,0.6286,0.618459838,0.6714,0.643843498,0.4142,,,,,,,,,
0.06,5,0.804232804,0.4897,0.494478396,0.9224,0.643819362,0.943,,,,,,,,,
0.03,8,0.507936508,0.5173,0.510118142,0.8722,0.643737545,0.8376,,,,,,,,,
0.15,6,0.489417989,0.6137,0.59729591,0.698,0.643733284,0.4706,,,,,,,,,
0.04,20,0.605820106,0.5372,0.523296593,0.8356,0.643561306,0.7612,,,,,,,,,
0.17,10,0.489417989,0.6281,0.617890668,0.6714,0.643534937,0.4152,,,,,,,,,
0.19,11,0.489417989,0.6262,0.615103977,0.6744,0.643388666,0.422,,,,,,,,,
0.15,5,0.489417989,0.604,0.585245902,0.714,0.643243243,0.506,,,,,,,,,
0.07,7,0.592592593,0.5123,0.507094244,0.8792,0.643207257,0.8546,,,,,,,,,
0.03,6,0.579365079,0.515,0.508739222,0.8732,0.642909733,0.8432,,,,,,,,,
0.06,8,0.611111111,0.5019,0.501062997,0.8956,0.642606013,0.8918,,,,,,,,,
0.04,10,0.5,0.5211,0.512561019,0.861,0.642585268,0.8188,,,,,,,,,
0.02,26,0.703703704,0.5077,0.50439247,0.8842,0.642353796,0.8688,,,,,,,,,
0.24,1,0.489417989,0.5347,0.521673954,0.8352,0.642214533,0.7658,,,,,,,,,
0.05,11,0.563492063,0.5165,0.509704741,0.8666,0.641878379,0.8336,,,,,,,,,
0.04,8,0.566137566,0.5226,0.513581731,0.8546,0.641591592,0.8094,,,,,,,,,
0.02,22,0.71957672,0.4948,0.497140972,0.9042,0.641549596,0.9146,,,,,,,,,
0.21,5,0.121693122,0.677,0.720698254,0.578,0.641509434,0.224,,,,,,,,,
