self_radius,self_count,uc,accuracy,precision,recall,f1,far,,,,,,,,,
0.01,16,0.993905993,0.5114,0.50658655,0.8768,0.642156145,0.854,,,,,,,,,
0.11,18,0.973398336,0.6258,0.615455213,0.6706,0.641845329,0.419,,,,,,,,,
0.01,19,0.993270097,0.5063,0.503586474,0.8846,0.641805122,0.872,,,,,,,,,
0.15,6,0.977001749,0.6054,0.587891928,0.705,0.641142234,0.4942,,,,,,,,,
0.01,12,0.994382916,0.5004,0.500224316,0.892,0.64098879,0.8912,,,,,,,,,
0.31,2,0.972868422,0.6227,0.611403668,0.6734,0.640906063,0.428,,,,,,,,,
0.25,1,0.990991468,0.5338,0.52119388,0.8312,0.640665947,0.7636,,,,,,,,,
0.01,60,0.987123099,0.5681,0.548511184,0.77,0.640652301,0.6338,,,,,,,,,
0.12,3,0.991415399,0.4968,0.498221432,0.8964,0.640468705,0.9028,,,,,,,,,
0.01,21,0.995018812,0.4878,0.493401125,0.9122,0.640409997,0.9366,,,,,,,,,
