self_radius,self_count,unknown_detection_rate,accuracy,precision,recall,f1,false_positive_rate,,,,,,,,,,,
0.15,9,0.1858,0.4098,0.247197309,0.0882,0.130011792,0.2686,,,,,,,,,,,
0.1,71,0.2049,0.3736,0.211678832,0.0928,0.129032258,0.3456,,,,,,,,,,,
0.35,43,0.0291,0.4981,0.487516426,0.0742,0.128797084,0.078,,,,,,,,,,,
0.16,64,0.129,0.4397,0.288717589,0.0824,0.128209118,0.203,,,,,,,,,,,
0.06,69,0.2554,0.3439,0.189908621,0.0956,0.127178396,0.4078,,,,,,,,,,,
0.22,42,0.055,0.5033,0.52394775,0.0722,0.126911584,0.0656,,,,,,,,,,,
0.06,59,0.2633,0.3439,0.189415042,0.0952,0.126713696,0.4074,,,,,,,,,,,
0.05,100,0.2494,0.3508,0.193256579,0.094,0.126480086,0.3924,,,,,,,,,,,
0.1,76,0.2655,0.3319,0.181266591,0.0956,0.125180045,0.4318,,,,,,,,,,,
0.16,14,0.2208,0.4311,0.269565217,0.0806,0.124095458,0.2184,,,,,,,,,,,
0.05,83,0.2102,0.3649,0.199644286,0.0898,0.123879156,0.36,,,,,,,,,,,
0.14,50,0.1009,0.4828,0.404231626,0.0726,0.123092574,0.107,,,,,,,,,,,
0.17,26,0.2604,0.3415,0.183632735,0.092,0.122584943,0.409,,,,,,,,,,,
0.05,58,0.2258,0.3758,0.206244087,0.0872,0.122575204,0.3356,,,,,,,,,,,
0.12,68,0.2731,0.3838,0.212660732,0.086,0.12247223,0.3184,,,,,,,,,,,
0.03,50,0.2092,0.3651,0.197397936,0.088,0.121731913,0.3578,,,,,,,,,,,
0.11,95,0.2156,0.3841,0.211834908,0.0852,0.12152332,0.317,,,,,,,,,,,
0.15,37,0.1605,0.4352,0.273109244,0.078,0.121344119,0.2076,,,,,,,,,,,
0.04,94,0.2523,0.3396,0.181240064,0.0912,0.121341139,0.412,,,,,,,,,,,
0.09,99,0.2323,0.3804,0.207722385,0.085,0.120635822,0.3242,,,,,,,,,,,
0.31,16,0.232,0.3946,0.219978746,0.0828,0.120313862,0.2936,,,,,,,,,,,
0.34,4,0.2327,0.3474,0.184449959,0.0892,0.120248045,0.3944,,,,,,,,,,,
0.39,4,0.1715,0.465,0.337360595,0.0726,0.119486504,0.1426,,,,,,,,,,,
0.11,61,0.1839,0.4632,0.331809872,0.0726,0.119133574,0.1462,,,,,,,,,,,
0.04,74,0.2233,0.349,0.184100418,0.088,0.119079838,0.39,,,,,,,,,,,
0.04,54,0.2208,0.3584,0.189745837,0.0866,0.118923373,0.3698,,,,,,,,,,,
0.15,20,0.2205,0.3937,0.217136775,0.0816,0.118621893,0.2942,,,,,,,,,,,
0.17,70,0.2029,0.4089,0.232844575,0.0794,0.11841909,0.2616,,,,,,,,,,,
0.19,31,0.2292,0.3892,0.212655602,0.082,0.118360277,0.3036,,,,,,,,,,,
0.08,63,0.2149,0.4284,0.258434548,0.0766,0.118173403,0.2198,,,,,,,,,,,
0.03,84,0.2463,0.3716,0.198024459,0.0842,0.118158855,0.341,,,,,,,,,,,
0.25,7,0.2215,0.3573,0.187746171,0.0858,0.117776253,0.3712,,,,,,,,,,,
0.07,66,0.2561,0.344,0.179539852,0.0874,0.117567931,0.3994,,,,,,,,,,,
0.03,94,0.2437,0.3437,0.179318835,0.0874,0.117520506,0.4,,,,,,,,,,,
0.17,22,0.1297,0.4485,0.293835068,0.0734,0.117458793,0.1764,,,,,,,,,,,
0.05,96,0.2482,0.3842,0.206983806,0.0818,0.117259174,0.3134,,,,,,,,,,,
0.07,74,0.1991,0.3737,0.198279981,0.083,0.117016777,0.3356,,,,,,,,,,,
0.11,65,0.2089,0.3642,0.191363636,0.0842,0.116944444,0.3558,,,,,,,,,,,
0.43,1,0.1371,0.4373,0.27100073,0.0742,0.116501806,0.1996,,,,,,,,,,,
0.26,18,0.1652,0.4123,0.234403392,0.0774,0.116373478,0.2528,,,,,,,,,,,
0.04,67,0.1787,0.4231,0.247868852,0.0756,0.115862069,0.2294,,,,,,,,,,,
0.18,29,0.2268,0.3496,0.180814941,0.0852,0.115823817,0.386,,,,,,,,,,,
0.15,78,0.106,0.476,0.370410367,0.0686,0.115761053,0.1166,,,,,,,,,,,
0.18,33,0.145,0.4421,0.278838808,0.073,0.115707719,0.1888,,,,,,,,,,,
0.35,1,0.199,0.387,0.207556936,0.0802,0.115695326,0.3062,,,,,,,,,,,
0.25,6,0.2256,0.3662,0.191135734,0.0828,0.115545632,0.3504,,,,,,,,,,,
0.17,81,0.105,0.4823,0.396248535,0.0676,0.115496327,0.103,,,,,,,,,,,
0.09,61,0.2172,0.3659,0.19001387,0.0822,0.114756387,0.3504,,,,,,,,,,,
0.08,47,0.2054,0.3697,0.192543653,0.0816,0.11462284,0.3422,,,,,,,,,,,
0.38,1,0.2182,0.3449,0.176740308,0.0848,0.114610082,0.395,,,,,,,,,,,
0.11,42,0.2314,0.3292,0.168478261,0.0868,0.114572334,0.4284,,,,,,,,,,,
0.09,67,0.2138,0.3595,0.185400806,0.0828,0.114475321,0.3638,,,,,,,,,,,
0.02,93,0.2462,0.3515,0.180094787,0.0836,0.11419205,0.3806,,,,,,,,,,,
0.22,10,0.2169,0.3758,0.196480938,0.0804,0.114107295,0.3288,,,,,,,,,,,
0.3,8,0.1958,0.4347,0.263234228,0.0726,0.113810942,0.2032,,,,,,,,,,,
0.04,85,0.2451,0.3886,0.206533193,0.0784,0.113656132,0.3012,,,,,,,,,,,
0.08,83,0.214,0.4009,0.218305856,0.0768,0.113626276,0.275,,,,,,,,,,,
0.19,51,0.0628,0.4827,0.396158463,0.066,0.113149323,0.1006,,,,,,,,,,,
0.07,83,0.2122,0.3565,0.18153573,0.0818,0.112780918,0.3688,,,,,,,,,,,
0.27,7,0.085,0.49,0.432975871,0.0646,0.112426036,0.0846,,,,,,,,,,,
0.23,18,0.2391,0.3853,0.201768071,0.0776,0.112090134,0.307,,,,,,,,,,,
0.08,52,0.1899,0.4148,0.232075472,0.0738,0.11198786,0.2442,,,,,,,,,,,
0.2,8,0.1793,0.4235,0.243460765,0.0726,0.111847173,0.2256,,,,,,,,,,,
0.21,13,0.206,0.4145,0.231301069,0.0736,0.111667425,0.2446,,,,,,,,,,,
0.12,49,0.2492,0.3473,0.174413646,0.0818,0.111368278,0.3872,,,,,,,,,,,
0.39,2,0.1651,0.4188,0.236363636,0.0728,0.111314985,0.2352,,,,,,,,,,,
0.12,93,0.1567,0.4331,0.257432922,0.071,0.111302712,0.2048,,,,,,,,,,,
0.27,21,0.1957,0.3995,0.214001138,0.0752,0.111291993,0.2762,,,,,,,,,,,
0.22,17,0.2218,0.3591,0.181077411,0.08,0.110972396,0.3618,,,,,,,,,,,
0.04,80,0.2013,0.3939,0.208035223,0.0756,0.110899223,0.2878,,,,,,,,,,,
0.1,92,0.2419,0.4095,0.223917023,0.0734,0.110558819,0.2544,,,,,,,,,,,
0.2,25,0.2218,0.3525,0.176108915,0.0802,0.110210251,0.3752,,,,,,,,,,,
0.01,53,0.2153,0.3586,0.178928247,0.0788,0.109414052,0.3616,,,,,,,,,,,
0.28,32,0.1768,0.4358,0.259370315,0.0692,0.109251658,0.1976,,,,,,,,,,,
0.06,43,0.2535,0.3452,0.170638298,0.0802,0.109115646,0.3898,,,,,,,,,,,
0.05,85,0.2084,0.3554,0.176365264,0.0788,0.108930053,0.368,,,,,,,,,,,
0.14,67,0.25,0.3432,0.168918919,0.08,0.108577633,0.3936,,,,,,,,,,,
0.14,26,0.1994,0.3755,0.189526185,0.076,0.108493933,0.325,,,,,,,,,,,
0.22,22,0.22,0.362,0.179962894,0.0776,0.10844047,0.3536,,,,,,,,,,,
0.22,12,0.217,0.349,0.171453438,0.0788,0.107974788,0.3808,,,,,,,,,,,
0.12,65,0.172,0.4183,0.231426693,0.0704,0.107958902,0.2338,,,,,,,,,,,
0.03,82,0.2249,0.388,0.198600646,0.0738,0.107611549,0.2978,,,,,,,,,,,
0.2,27,0.2292,0.4016,0.211267606,0.072,0.107398568,0.2688,,,,,,,,,,,
0.1,99,0.2205,0.3729,0.18617284,0.0754,0.107330961,0.3296,,,,,,,,,,,
0.04,89,0.1633,0.4599,0.308500478,0.0646,0.106829833,0.1448,,,,,,,,,,,
0.09,60,0.2112,0.4054,0.214371981,0.071,0.106670673,0.2602,,,,,,,,,,,
0.32,5,0.1681,0.3929,0.201671309,0.0724,0.106548933,0.2866,,,,,,,,,,,
0.15,68,0.1937,0.4046,0.213341346,0.071,0.106542617,0.2618,,,,,,,,,,,
0.42,5,0.1763,0.4447,0.272052762,0.066,0.106228875,0.1766,,,,,,,,,,,
0.11,79,0.2332,0.352,0.170818505,0.0768,0.105960265,0.3728,,,,,,,,,,,
0.19,55,0.1833,0.4013,0.208849558,0.0708,0.10575056,0.2682,,,,,,,,,,,
0.18,20,0.2075,0.3579,0.173932997,0.0758,0.105585736,0.36,,,,,,,,,,,
0.22,26,0.1727,0.4389,0.260015711,0.0662,0.105531644,0.1884,,,,,,,,,,,
0.16,17,0.2017,0.3577,0.173174093,0.0754,0.105057824,0.36,,,,,,,,,,,
0.18,10,0.2007,0.4019,0.20855615,0.0702,0.105042646,0.2664,,,,,,,,,,,
0.07,61,0.1392,0.4238,0.235048679,0.0676,0.105001553,0.22,,,,,,,,,,,
0.25,17,0.0878,0.4611,0.30950049,0.0632,0.104965952,0.141,,,,,,,,,,,
0.11,94,0.167,0.4092,0.21625,0.0692,0.104848485,0.2508,,,,,,,,,,,
0.05,68,0.1975,0.3935,0.2,0.071,0.104797048,0.284,,,,,,,,,,,
0.14,72,0.2127,0.4263,0.238095238,0.067,0.104573123,0.2144,,,,,,,,,,,
0.19,8,0.1964,0.3542,0.170135747,0.0752,0.104299584,0.3668,,,,,,,,,,,
0.09,55,0.1868,0.4409,0.261885576,0.065,0.104149976,0.1832,,,,,,,,,,,
0.02,84,0.2148,0.3877,0.193671577,0.071,0.103907508,0.2956,,,,,,,,,,,
0.23,39,0.2609,0.3479,0.166007905,0.0756,0.103888965,0.3798,,,,,,,,,,,
0.19,20,0.2286,0.345,0.164211438,0.0758,0.103721949,0.3858,,,,,,,,,,,
0.13,90,0.2026,0.4007,0.205341246,0.0692,0.103515333,0.2678,,,,,,,,,,,
0.13,55,0.2188,0.3969,0.201505501,0.0696,0.103463654,0.2758,,,,,,,,,,,
0.08,46,0.247,0.3584,0.1716141,0.074,0.103409726,0.3572,,,,,,,,,,,
0.13,52,0.2031,0.3547,0.169321802,0.0744,0.103376407,0.365,,,,,,,,,,,
0.18,37,0.2005,0.3733,0.18149824,0.0722,0.103305194,0.3256,,,,,,,,,,,
0.11,78,0.2348,0.3985,0.202694786,0.0692,0.103175786,0.2722,,,,,,,,,,,
0.17,36,0.1841,0.4088,0.213567839,0.068,0.10315534,0.2504,,,,,,,,,,,
0.07,73,0.1995,0.3932,0.196935301,0.0694,0.102632357,0.283,,,,,,,,,,,
0.06,91,0.2118,0.4065,0.21016739,0.0678,0.102525329,0.2548,,,,,,,,,,,
0.16,36,0.1605,0.436,0.250778816,0.0644,0.102482495,0.1924,,,,,,,,,,,
0.09,80,0.2149,0.4028,0.205811138,0.068,0.102224895,0.2624,,,,,,,,,,,
0.24,30,0.2066,0.3999,0.202614379,0.0682,0.102049978,0.2684,,,,,,,,,,,
0.19,19,0.1388,0.4684,0.32826087,0.0604,0.102027027,0.1236,,,,,,,,,,,
0.01,89,0.211,0.3564,0.168513389,0.073,0.101869941,0.3602,,,,,,,,,,,
0.27,14,0.1557,0.4626,0.309572301,0.0608,0.101638248,0.1356,,,,,,,,,,,
0.1,72,0.1424,0.4338,0.24577573,0.064,0.101555062,0.1964,,,,,,,,,,,
0.03,83,0.1675,0.3872,0.19010989,0.0692,0.101466276,0.2948,,,,,,,,,,,
0.15,86,0.1756,0.4003,0.202032277,0.0676,0.101303761,0.267,,,,,,,,,,,
0.25,18,0.1875,0.3558,0.167128347,0.0724,0.101032654,0.3608,,,,,,,,,,,
0.09,96,0.229,0.3684,0.174901186,0.0708,0.100797267,0.334,,,,,,,,,,,
0.16,44,0.1598,0.4374,0.250398724,0.0628,0.100415734,0.188,,,,,,,,,,,
0.22,46,0.1362,0.4802,0.37242268,0.0578,0.100069252,0.0974,,,,,,,,,,,
0.07,91,0.1448,0.4347,0.245120999,0.0628,0.099984079,0.1934,,,,,,,,,,,
0.44,1,0.2051,0.4108,0.211513583,0.0654,0.099908341,0.2438,,,,,,,,,,,
0.27,18,0.1447,0.4304,0.237951807,0.0632,0.099873578,0.2024,,,,,,,,,,,
0.13,47,0.185,0.3906,0.190960452,0.0676,0.09985229,0.2864,,,,,,,,,,,
0.03,48,0.2027,0.3572,0.16635514,0.0712,0.099719888,0.3568,,,,,,,,,,,
0.11,44,0.1978,0.3607,0.168175322,0.0706,0.099450627,0.3492,,,,,,,,,,,
0.09,94,0.2186,0.359,0.166824197,0.0706,0.099213041,0.3526,,,,,,,,,,,
0.16,54,0.1654,0.3877,0.186837702,0.067,0.098630944,0.2916,,,,,,,,,,,
0.02,92,0.2108,0.3589,0.1657982,0.07,0.098439038,0.3522,,,,,,,,,,,
0.39,5,0.0997,0.4813,0.375830013,0.0566,0.098383452,0.094,,,,,,,,,,,
0.17,11,0.2259,0.3489,0.15953132,0.0708,0.098074526,0.373,,,,,,,,,,,
0.2,33,0.1983,0.4335,0.240437158,0.0616,0.098073555,0.1946,,,,,,,,,,,
0.25,34,0.205,0.4014,0.198655257,0.065,0.097950573,0.2622,,,,,,,,,,,
0.21,37,0.1223,0.4248,0.226744186,0.0624,0.097867001,0.2128,,,,,,,,,,,
0.23,15,0.1373,0.4551,0.283926853,0.059,0.097698294,0.1488,,,,,,,,,,,
0.12,76,0.1291,0.4703,0.328323699,0.0568,0.096845695,0.1162,,,,,,,,,,,
0.48,2,0.2015,0.3695,0.170620899,0.0676,0.096834264,0.3286,,,,,,,,,,,
0.06,66,0.1684,0.3667,0.168242907,0.0676,0.096447425,0.3342,,,,,,,,,,,
0.19,16,0.1818,0.3995,0.194528875,0.064,0.096313017,0.265,,,,,,,,,,,
0.25,15,0.1327,0.4728,0.336538462,0.056,0.096021948,0.1104,,,,,,,,,,,
0.23,17,0.1826,0.4061,0.200764818,0.063,0.095905008,0.2508,,,,,,,,,,,
0.35,4,0.1228,0.4398,0.248327759,0.0594,0.095868302,0.1798,,,,,,,,,,,
0.13,40,0.1297,0.4136,0.208894879,0.062,0.095619988,0.2348,,,,,,,,,,,
0.19,10,0.1933,0.4028,0.196629213,0.063,0.095425629,0.2574,,,,,,,,,,,
0.12,98,0.181,0.3983,0.192004846,0.0634,0.095324011,0.2668,,,,,,,,,,,
0.18,18,0.22,0.3459,0.154329296,0.0688,0.095172223,0.377,,,,,,,,,,,
0.07,94,0.1975,0.3608,0.162790698,0.0672,0.095130238,0.3456,,,,,,,,,,,
0.41,4,0.1289,0.4253,0.22353812,0.0604,0.095103133,0.2098,,,,,,,,,,,
0.06,96,0.1365,0.3965,0.189934092,0.0634,0.095066727,0.2704,,,,,,,,,,,
0.1,62,0.2045,0.4051,0.197963081,0.0622,0.094658347,0.252,,,,,,,,,,,
0.07,89,0.1966,0.3649,0.164431197,0.0662,0.094396121,0.3364,,,,,,,,,,,
0.09,92,0.2058,0.3565,0.159144893,0.067,0.094299789,0.354,,,,,,,,,,,
0.22,19,0.1352,0.431,0.230889236,0.0592,0.094237504,0.1972,,,,,,,,,,,
0.12,72,0.2098,0.4392,0.244537815,0.0582,0.094022617,0.1798,,,,,,,,,,,
0.12,69,0.1927,0.3906,0.182714617,0.063,0.09369423,0.2818,,,,,,,,,,,
0.12,80,0.2189,0.388,0.18,0.063,0.093333333,0.287,,,,,,,,,,,
0.25,27,0.0448,0.4729,0.332922318,0.054,0.092927207,0.1082,,,,,,,,,,,
0.23,35,0.1294,0.4358,0.236885246,0.0578,0.092926045,0.1862,,,,,,,,,,,
0.1,55,0.1535,0.4055,0.195750161,0.0608,0.092781932,0.2498,,,,,,,,,,,
0.24,5,0.1462,0.3875,0.178754997,0.0626,0.092727003,0.2876,,,,,,,,,,,
0.09,70,0.2052,0.407,0.197265625,0.0606,0.092717258,0.2466,,,,,,,,,,,
0.26,46,0.1831,0.4044,0.194373402,0.0608,0.092626447,0.252,,,,,,,,,,,
0.17,52,0.1971,0.3658,0.162474849,0.0646,0.09244419,0.333,,,,,,,,,,,
0.09,87,0.1935,0.3573,0.156806157,0.0652,0.092103404,0.3506,,,,,,,,,,,
0.17,15,0.1971,0.4178,0.208923513,0.059,0.092014972,0.2234,,,,,,,,,,,
0.21,16,0.201,0.3593,0.157664234,0.0648,0.091849752,0.3462,,,,,,,,,,,
0.14,64,0.1962,0.4077,0.196581197,0.0598,0.091703726,0.2444,,,,,,,,,,,
0.14,57,0.213,0.379,0.170479303,0.0626,0.09157402,0.3046,,,,,,,,,,,
0.05,91,0.207,0.3557,0.154619435,0.0646,0.091127098,0.3532,,,,,,,,,,,
0.24,13,0.1905,0.3863,0.175328384,0.0614,0.090949489,0.2888,,,,,,,,,,,
0.08,98,0.1936,0.3897,0.178050204,0.061,0.090868464,0.2816,,,,,,,,,,,
0.35,3,0.144,0.3897,0.178050204,0.061,0.090868464,0.2816,,,,,,,,,,,
0.09,91,0.1875,0.4137,0.20220842,0.0586,0.090866801,0.2312,,,,,,,,,,,
0.12,63,0.1477,0.3771,0.168017288,0.0622,0.090789666,0.308,,,,,,,,,,,
0.23,21,0.1419,0.4331,0.229149798,0.0566,0.090777867,0.1904,,,,,,,,,,,
0.08,73,0.1892,0.4446,0.25,0.0554,0.09070072,0.1662,,,,,,,,,,,
0.21,29,0.1776,0.3526,0.152030217,0.0644,0.090474852,0.3592,,,,,,,,,,,
0.08,75,0.1588,0.433,0.228525122,0.0564,0.090471607,0.1904,,,,,,,,,,,
0.2,40,0.1781,0.459,0.283298097,0.0536,0.090144635,0.1356,,,,,,,,,,,
0.16,75,0.186,0.4055,0.191780822,0.0588,0.090004592,0.2478,,,,,,,,,,,
0.11,46,0.2013,0.3972,0.183497537,0.0596,0.089975845,0.2652,,,,,,,,,,,
0.34,32,0.0721,0.4815,0.367288379,0.0512,0.089871862,0.0882,,,,,,,,,,,
0.25,16,0.1667,0.41,0.196356275,0.0582,0.089787103,0.2382,,,,,,,,,,,
0.14,79,0.1458,0.3985,0.184194151,0.0592,0.089601937,0.2622,,,,,,,,,,,
0.21,65,0.2012,0.4255,0.214996174,0.0562,0.089107341,0.2052,,,,,,,,,,,
0.27,27,0.1942,0.4288,0.219685039,0.0558,0.088995215,0.1982,,,,,,,,,,,
0.12,42,0.1973,0.3563,0.152058111,0.0628,0.088888889,0.3502,,,,,,,,,,,
0.29,30,0.2136,0.3972,0.181930693,0.0588,0.088875453,0.2644,,,,,,,,,,,
0.29,7,0.1927,0.4299,0.221161496,0.0556,0.088860476,0.1958,,,,,,,,,,,
0.17,43,0.1857,0.4047,0.189171559,0.058,0.08878004,0.2486,,,,,,,,,,,
0.13,83,0.1281,0.4844,0.381458967,0.0502,0.088723931,0.0814,,,,,,,,,,,
0.07,58,0.1284,0.4264,0.215170279,0.0556,0.088366179,0.2028,,,,,,,,,,,
0.25,11,0.1951,0.3971,0.181029138,0.0584,0.088310903,0.2642,,,,,,,,,,,
0.21,66,0.1609,0.4303,0.22052927,0.055,0.08804226,0.1944,,,,,,,,,,,
0.15,39,0.1724,0.4282,0.216876972,0.055,0.087747288,0.1986,,,,,,,,,,,
0.24,17,0.137,0.4237,0.2103265,0.0554,0.087699858,0.208,,,,,,,,,,,
0.64,3,0.0069,0.5069,0.58560794,0.0472,0.087358875,0.0334,,,,,,,,,,,
0.32,14,0.2032,0.4105,0.193283071,0.0564,0.087320019,0.2354,,,,,,,,,,,
0.29,18,0.1215,0.4626,0.289414414,0.0514,0.087296196,0.1262,,,,,,,,,,,
0.16,89,0.1901,0.3977,0.18011257,0.0576,0.087285952,0.2622,,,,,,,,,,,
0.2,34,0.1413,0.4366,0.229522184,0.0538,0.087167855,0.1806,,,,,,,,,,,
0.26,28,0.1125,0.4654,0.297897196,0.051,0.087090164,0.1202,,,,,,,,,,,
0.14,92,0.1886,0.438,0.23183391,0.0536,0.087069526,0.1776,,,,,,,,,,,
0.32,7,0.114,0.4416,0.238351254,0.0532,0.086984957,0.17,,,,,,,,,,,
0.09,51,0.1989,0.3672,0.155958549,0.0602,0.086868687,0.3258,,,,,,,,,,,
0.1,85,0.1834,0.4105,0.192439863,0.056,0.086754454,0.235,,,,,,,,,,,
0.38,4,0.1268,0.4385,0.231909329,0.0532,0.086546283,0.1762,,,,,,,,,,,
0.14,47,0.1926,0.3561,0.148853099,0.061,0.086537097,0.3488,,,,,,,,,,,
0.35,5,0.1678,0.4151,0.19743407,0.0554,0.086521943,0.2252,,,,,,,,,,,
0.14,62,0.1868,0.4001,0.181238034,0.0568,0.086493071,0.2566,,,,,,,,,,,
0.17,32,0.1824,0.4047,0.185478548,0.0562,0.086262471,0.2468,,,,,,,,,,,
0.12,57,0.1898,0.4093,0.190020506,0.0556,0.08602816,0.237,,,,,,,,,,,
0.15,97,0.1847,0.4438,0.240774908,0.0522,0.085798817,0.1646,,,,,,,,,,,
0.04,48,0.1874,0.3648,0.152977413,0.0596,0.085780081,0.33,,,,,,,,,,,
0.21,10,0.1945,0.3746,0.15923913,0.0586,0.085672515,0.3094,,,,,,,,,,,
0.03,71,0.1265,0.4427,0.238356164,0.0522,0.08564397,0.1668,,,,,,,,,,,
0.12,89,0.1303,0.4382,0.229895105,0.0526,0.085611979,0.1762,,,,,,,,,,,
0.43,2,0.1225,0.4184,0.2,0.0544,0.085534591,0.2176,,,,,,,,,,,
0.11,88,0.1911,0.3511,0.144630072,0.0606,0.085412262,0.3584,,,,,,,,,,,
0.26,31,0.1924,0.4408,0.23381295,0.052,0.085078534,0.1704,,,,,,,,,,,
0.21,41,0.1355,0.3651,0.151421189,0.0586,0.084498919,0.3284,,,,,,,,,,,
0.35,34,0.1805,0.4119,0.190442727,0.0542,0.084384244,0.2304,,,,,,,,,,,
0.16,78,0.1825,0.4418,0.234489051,0.0514,0.084317585,0.1678,,,,,,,,,,,
0.28,47,0.0929,0.474,0.325268817,0.0484,0.084261838,0.1004,,,,,,,,,,,
0.15,65,0.1914,0.4042,0.181938911,0.0548,0.084229942,0.2464,,,,,,,,,,,
0.23,16,0.1794,0.4074,0.185034014,0.0544,0.084080371,0.2396,,,,,,,,,,,
0.12,90,0.1809,0.4368,0.224738676,0.0516,0.083929733,0.178,,,,,,,,,,,
0.19,35,0.1772,0.3944,0.172049689,0.0554,0.083812405,0.2666,,,,,,,,,,,
0.38,5,0.1643,0.4162,0.194606414,0.0534,0.083804143,0.221,,,,,,,,,,,
0.2,89,0.1882,0.4028,0.179841897,0.0546,0.083768027,0.249,,,,,,,,,,,
0.13,89,0.171,0.3962,0.173584906,0.0552,0.083763278,0.2628,,,,,,,,,,,
0.13,45,0.1027,0.4759,0.33240612,0.0478,0.083581046,0.096,,,,,,,,,,,
0.13,81,0.1684,0.4343,0.219470538,0.0514,0.083292821,0.1828,,,,,,,,,,,
0.17,44,0.1735,0.4578,0.269146608,0.0492,0.083192425,0.1336,,,,,,,,,,,
0.13,74,0.1989,0.3649,0.149455112,0.0576,0.08315288,0.3278,,,,,,,,,,,
0.25,32,0.1737,0.4538,0.258368201,0.0494,0.082941572,0.1418,,,,,,,,,,,
0.24,10,0.0994,0.4485,0.245804541,0.0498,0.082820555,0.1528,,,,,,,,,,,
0.08,68,0.1483,0.4354,0.220103986,0.0508,0.082547936,0.18,,,,,,,,,,,
0.26,48,0.1309,0.4389,0.226008969,0.0504,0.082420278,0.1726,,,,,,,,,,,
0.11,48,0.1826,0.4008,0.175816993,0.0538,0.082388974,0.2522,,,,,,,,,,,
0.23,29,0.1818,0.3928,0.168316832,0.0544,0.082224909,0.2688,,,,,,,,,,,
0.14,78,0.1644,0.4205,0.197258187,0.0518,0.082052907,0.2108,,,,,,,,,,,
0.13,77,0.1751,0.3936,0.168742217,0.0542,0.082046624,0.267,,,,,,,,,,,
0.08,93,0.1068,0.4502,0.247975709,0.049,0.081830327,0.1486,,,,,,,,,,,
0.24,31,0.1238,0.3982,0.172458172,0.0536,0.081782118,0.2572,,,,,,,,,,,
0.36,1,0.1288,0.4225,0.199379364,0.0514,0.081730005,0.2064,,,,,,,,,,,
0.13,65,0.1678,0.4146,0.18922853,0.052,0.081581425,0.2228,,,,,,,,,,,
0.29,12,0.1756,0.428,0.206840391,0.0508,0.081567116,0.1948,,,,,,,,,,,
0.21,28,0.1613,0.4131,0.187185025,0.052,0.081389889,0.2258,,,,,,,,,,,
0.23,30,0.1405,0.4576,0.265486726,0.048,0.081300813,0.1328,,,,,,,,,,,
0.08,77,0.1456,0.4286,0.206896552,0.0504,0.081055002,0.1932,,,,,,,,,,,
0.2,69,0.1681,0.4169,0.191078067,0.0514,0.081008668,0.2176,,,,,,,,,,,
0.07,88,0.1899,0.3555,0.141082961,0.0568,0.080992443,0.3458,,,,,,,,,,,
0.1,60,0.163,0.4375,0.220732797,0.0494,0.080732146,0.1744,,,,,,,,,,,
0.37,3,0.1321,0.3984,0.170984456,0.0528,0.080684597,0.256,,,,,,,,,,,
0.29,29,0.1883,0.4187,0.192743764,0.051,0.080657916,0.2136,,,,,,,,,,,
0.15,75,0.1857,0.3885,0.162325863,0.0536,0.080589385,0.2766,,,,,,,,,,,
0.11,45,0.1719,0.376,0.152855543,0.0546,0.08045977,0.3026,,,,,,,,,,,
0.12,55,0.1706,0.4078,0.179861111,0.0518,0.080434783,0.2362,,,,,,,,,,,
0.26,22,0.1625,0.4533,0.252910053,0.0478,0.080403701,0.1412,,,,,,,,,,,
0.15,93,0.1791,0.4142,0.186861314,0.0512,0.080376766,0.2228,,,,,,,,,,,
0.28,8,0.1096,0.4203,0.194167306,0.0506,0.080279232,0.21,,,,,,,,,,,
0.31,7,0.1024,0.4326,0.211472603,0.0494,0.080090791,0.1842,,,,,,,,,,,
0.19,43,0.1655,0.4229,0.197172035,0.0502,0.080025506,0.2044,,,,,,,,,,,
0.21,34,0.1499,0.435,0.214912281,0.049,0.07980456,0.179,,,,,,,,,,,
0.22,32,0.1684,0.4419,0.226716839,0.0482,0.079498598,0.1644,,,,,,,,,,,
0.22,23,0.1278,0.4372,0.218132855,0.0486,0.079489696,0.1742,,,,,,,,,,,
0.1,50,0.1777,0.4038,0.174119241,0.0514,0.079369981,0.2438,,,,,,,,,,,
0.18,16,0.1575,0.3985,0.168949772,0.0518,0.07928976,0.2548,,,,,,,,,,,
0.03,92,0.1567,0.4163,0.187453323,0.0502,0.079192302,0.2176,,,,,,,,,,,
0.13,96,0.1674,0.4365,0.216264522,0.0484,0.079097892,0.1754,,,,,,,,,,,
0.21,31,0.1702,0.453,0.249466951,0.0468,0.078814416,0.1408,,,,,,,,,,,
0.15,35,0.1837,0.3875,0.158884172,0.0524,0.078808843,0.2774,,,,,,,,,,,
0.28,18,0.1571,0.462,0.273809524,0.046,0.078767123,0.122,,,,,,,,,,,
0.17,79,0.1555,0.4757,0.324167873,0.0448,0.078720787,0.0934,,,,,,,,,,,
0.14,76,0.1049,0.4731,0.312934631,0.045,0.078685085,0.0988,,,,,,,,,,,
0.23,14,0.1842,0.3728,0.147840532,0.0534,0.078460182,0.3078,,,,,,,,,,,
0.11,87,0.1483,0.4543,0.251900109,0.0464,0.078365141,0.1378,,,,,,,,,,,
0.13,59,0.1828,0.3619,0.140925637,0.0542,0.078289759,0.3304,,,,,,,,,,,
0.06,71,0.1534,0.4199,0.19025522,0.0492,0.078182107,0.2094,,,,,,,,,,,
0.36,4,0.1209,0.476,0.324561404,0.0444,0.078114004,0.0924,,,,,,,,,,,
