self_radius,self_count,accuracy,precision,recall,f1,far,uc,,,,,,,,,
0.29,1371,0.5854,0.548314098,0.9692,0.70039023,0.7984,0.925373134,,,,,,,,,
0.29,1381,0.5854,0.548314098,0.9692,0.70039023,0.7984,0.925373134,,,,,,,,,
0.29,1391,0.5854,0.548314098,0.9692,0.70039023,0.7984,0.925373134,,,,,,,,,
0.29,1401,0.5854,0.548314098,0.9692,0.70039023,0.7984,0.925373134,,,,,,,,,
0.29,1411,0.5854,0.548314098,0.9692,0.70039023,0.7984,0.925373134,,,,,,,,,
0.29,1421,0.5854,0.548314098,0.9692,0.70039023,0.7984,0.925373134,,,,,,,,,
0.29,1431,0.5854,0.548314098,0.9692,0.70039023,0.7984,0.925373134,,,,,,,,,
0.29,1441,0.5854,0.548314098,0.9692,0.70039023,0.7984,0.925373134,,,,,,,,,
0.29,1451,0.5854,0.548314098,0.9692,0.70039023,0.7984,0.925373134,,,,,,,,,
0.29,1171,0.5853,0.548241149,0.9694,0.70038292,0.7988,0.925373134,,,,,,,,,
0.29,1181,0.5853,0.548241149,0.9694,0.70038292,0.7988,0.925373134,,,,,,,,,
0.29,1191,0.5853,0.548241149,0.9694,0.70038292,0.7988,0.925373134,,,,,,,,,
0.29,1201,0.5853,0.548241149,0.9694,0.70038292,0.7988,0.925373134,,,,,,,,,
0.29,1211,0.5853,0.548241149,0.9694,0.70038292,0.7988,0.925373134,,,,,,,,,
0.29,1221,0.5853,0.548241149,0.9694,0.70038292,0.7988,0.925373134,,,,,,,,,
0.29,1231,0.5853,0.548241149,0.9694,0.70038292,0.7988,0.925373134,,,,,,,,,
0.29,1241,0.5853,0.548241149,0.9694,0.70038292,0.7988,0.925373134,,,,,,,,,
0.29,1251,0.5853,0.548241149,0.9694,0.70038292,0.7988,0.925373134,,,,,,,,,
0.29,1261,0.5853,0.548241149,0.9694,0.70038292,0.7988,0.925373134,,,,,,,,,
0.29,1271,0.5852,0.548190045,0.9692,0.700289017,0.7988,0.925373134,,,,,,,,,
0.29,1141,0.5851,0.548117155,0.9694,0.700281731,0.7992,0.925373134,,,,,,,,,
0.29,1151,0.5851,0.548117155,0.9694,0.700281731,0.7992,0.925373134,,,,,,,,,
0.29,1161,0.5851,0.548117155,0.9694,0.700281731,0.7992,0.925373134,,,,,,,,,
0.27,1461,0.5792,0.544058745,0.978,0.699170718,0.8196,0.925373134,,,,,,,,,
0.27,1471,0.5792,0.544058745,0.978,0.699170718,0.8196,0.925373134,,,,,,,,,
0.27,1481,0.5792,0.544058745,0.978,0.699170718,0.8196,0.925373134,,,,,,,,,
0.27,1491,0.5792,0.544058745,0.978,0.699170718,0.8196,0.925373134,,,,,,,,,
0.27,1501,0.5792,0.544058745,0.978,0.699170718,0.8196,0.925373134,,,,,,,,,
0.27,1511,0.5792,0.544058745,0.978,0.699170718,0.8196,0.925373134,,,,,,,,,
0.27,1521,0.5792,0.544058745,0.978,0.699170718,0.8196,0.925373134,,,,,,,,,
0.27,1531,0.5792,0.544058745,0.978,0.699170718,0.8196,0.925373134,,,,,,,,,
0.27,1541,0.5792,0.544058745,0.978,0.699170718,0.8196,0.925373134,,,,,,,,,
0.27,1551,0.5792,0.544058745,0.978,0.699170718,0.8196,0.925373134,,,,,,,,,
0.27,1561,0.5792,0.544058745,0.978,0.699170718,0.8196,0.925373134,,,,,,,,,
0.27,1571,0.5792,0.544058745,0.978,0.699170718,0.8196,0.925373134,,,,,,,,,
0.27,1581,0.5792,0.544058745,0.978,0.699170718,0.8196,0.925373134,,,,,,,,,
0.27,1591,0.5792,0.544058745,0.978,0.699170718,0.8196,0.925373134,,,,,,,,,
0.27,1601,0.5792,0.544058745,0.978,0.699170718,0.8196,0.925373134,,,,,,,,,
