threshold,unknown_detection_rate,accuracy,precision,recall,f1,false_positive_rate
threshold,unknown_detection_rate,accuracy,precision,recall,f1,false_positive_rate
threshold,unknown_detection_rate,accuracy,precision,recall,f1,false_positive_rate
threshold,unknown_detection_rate,accuracy,precision,recall,f1,false_positive_rate
0.31,0.994709,0.7812,0.710542078,0.949,0.812639151,0.3866
2.87,0.489418,0.828,0.892344498,0.746,0.812636166,0.09
0.3,0.994709,0.7811,0.710309741,0.9494,0.812633741,0.3872
2.9,0.489418,0.8284,0.895091434,0.744,0.812581913,0.0872
0.26,0.994709,0.7806,0.709215628,0.9512,0.812574748,0.39
0.27,0.994709,0.7807,0.709508882,0.9506,0.812548081,0.3892
2.89,0.489418,0.8282,0.894281595,0.7444,0.812486357,0.088
0.24,0.994709,0.7801,0.708438756,0.952,0.812356003,0.3918
0.23,0.9973545,0.7798,0.708060678,0.9522,0.812180143,0.3926
2.91,0.489418,0.8281,0.895205974,0.7432,0.812151677,0.087
2.93,0.489418,0.8283,0.89678511,0.742,0.812082741,0.0854
2.92,0.489418,0.8281,0.895969105,0.7424,0.811987313,0.0862
0.22,0.9973545,0.7794,0.70751634,0.9526,0.811967269,0.3938
0.21,0.9973545,0.7791,0.707078202,0.953,0.811823835,0.3948
0.2,0.9973545,0.7788,0.706640972,0.9534,0.811680572,0.3958
0.15,0.9973545,0.7782,0.705283353,0.9558,0.811650815,0.3994
0.14,0.9973545,0.778,0.704954291,0.9562,0.811576982,0.4002
0.18,0.9973545,0.7785,0.70620465,0.9538,0.81153748,0.3968
2.94,0.489418,0.828,0.897672163,0.7404,0.81148619,0.0844
0.19,0.9973545,0.7785,0.706326863,0.9534,0.811473317,0.3964
0.13,0.9973545,0.7777,0.704461788,0.9568,0.811466373,0.4014
0.09,0.9973545,0.7771,0.703122709,0.9592,0.811437273,0.405
0.16,0.9973545,0.778,0.70543896,0.9546,0.811320755,0.3986
0.12,0.9973545,0.7774,0.704090642,0.957,0.811291963,0.4022
0.11,0.9973545,0.7773,0.703867078,0.9574,0.811287179,0.4028
0.08,0.9973545,0.7768,0.702754175,0.9594,0.811263318,0.4058
2.95,0.489418,0.8279,0.898226864,0.7396,0.811231765,0.0838
2.96,0.489418,0.828,0.899026764,0.739,0.811196487,0.083
0.1,0.9973545,0.777,0.703377386,0.958,0.811176969,0.404
0.17,0.9973545,0.7778,0.7054126,0.954,0.81108655,0.3984
0.07,0.9973545,0.7758,0.701667154,0.9596,0.8106099,0.408
0.06,0.9973545,0.7757,0.701446734,0.96,0.810605421,0.4086
2.97,0.489418,0.8276,0.899317406,0.7378,0.810591079,0.0826
2.99,0.489418,0.8276,0.900097704,0.737,0.810424456,0.0818
2.98,0.489418,0.8275,0.899682695,0.7372,0.810377047,0.0822
0.01,0.9973545,0.7748,0.699883619,0.9622,0.810341924,0.4126
0.02,0.9973545,0.7748,0.700058241,0.9616,0.81024604,0.412
0,0.9973545,0.7743,0.699201162,0.9628,0.810096761,0.4142
0.04,0.9973545,0.7748,0.700349956,0.9606,0.810086018,0.411
0.05,0.9973545,0.7748,0.700408401,0.9604,0.810053981,0.4108
0.03,0.9973545,0.7746,0.700029138,0.961,0.810013486,0.4118
3,0.489418,0.8273,0.900220103,0.7362,0.809990098,0.0816
3,0.489418,0.8273,0.900220103,0.7362,0.809990098,0.0816
3.01,0.489418,0.8269,0.900318393,0.7352,0.809424199,0.0814
3.02,0.489418,0.8263,0.900368098,0.7338,0.808595041,0.0812
3.03,0.489418,0.8261,0.900712706,0.733,0.808247877,0.0808
3.04,0.489418,0.8259,0.901058331,0.7322,0.807900254,0.0804
3.05,0.489418,0.8258,0.902023692,0.731,0.807556341,0.0794
3.07,0.48677248,0.8259,0.903042295,0.7302,0.807475395,0.0784
3.06,0.48677248,0.8258,0.902420949,0.7306,0.807471264,0.079
3.08,0.48677248,0.8257,0.903393609,0.7294,0.807126259,0.078
3.09,0.48677248,0.8257,0.903593556,0.7292,0.807083564,0.0778
3.1,0.48412699,0.8249,0.903602484,0.7274,0.80598338,0.0776
3.11,0.48412699,0.8244,0.903683425,0.7262,0.805278332,0.0774
3.13,0.48412699,0.8244,0.904690619,0.7252,0.805062167,0.0764
3.12,0.48412699,0.8242,0.903836572,0.7256,0.804970047,0.0772
3.14,0.48412699,0.8241,0.904821384,0.7244,0.804620682,0.0762
3.15,0.4814815,0.8233,0.904833459,0.7226,0.803513844,0.076
3.17,0.4814815,0.8232,0.90562249,0.7216,0.803205699,0.0752
3.16,0.4814815,0.8229,0.904941058,0.7216,0.802937576,0.0758
3.19,0.4814815,0.823,0.906391545,0.7204,0.802763539,0.0744
3.18,0.4814815,0.8228,0.905527638,0.7208,0.802672606,0.0752
3.2,0.4814815,0.8225,0.90668348,0.719,0.802007808,0.074
3.21,0.47883597,0.8223,0.906636387,0.7186,0.801740489,0.074
3.22,0.47883597,0.8214,0.906629555,0.7166,0.80049151,0.0738
3.23,0.47883597,0.821,0.906741004,0.7156,0.799910575,0.0736
3.24,0.47883597,0.8205,0.906829144,0.7144,0.799194541,0.0734
3.25,0.47883597,0.8202,0.907379135,0.7132,0.798656215,0.0728
3.26,0.47883597,0.8194,0.907605921,0.7112,0.797488226,0.0724
3.27,0.47883597,0.819,0.907511497,0.7104,0.79694862,0.0724
3.28,0.47883597,0.8182,0.907530738,0.7086,0.795822102,0.0722
3.29,0.47883597,0.8181,0.90771597,0.7082,0.795640939,0.072
3.3,0.47883597,0.8178,0.907854209,0.7074,0.795188849,0.0718
3.33,0.47883597,0.8175,0.908833376,0.7058,0.79455139,0.0708
3.32,0.47883597,0.8174,0.908389089,0.706,0.794508215,0.0712
3.31,0.47883597,0.8173,0.907945487,0.7062,0.794465069,0.0716
3.34,0.47883597,0.8173,0.909419355,0.7048,0.794140845,0.0702
3.35,0.47883597,0.8171,0.909584087,0.7042,0.793822568,0.07
3.36,0.47883597,0.8169,0.90996119,0.7034,0.793457417,0.0696
3.37,0.47883597,0.8169,0.910811512,0.7026,0.793270859,0.0688
3.38,0.47883597,0.8166,0.911382536,0.7014,0.792721519,0.0682
3.39,0.47619048,0.8166,0.911382536,0.7014,0.792721519,0.0682
3.4,0.47619048,0.8159,0.911221036,0.7,0.791765637,0.0682
3.41,0.47619048,0.8156,0.911580595,0.699,0.791261037,0.0678
3.42,0.47619048,0.8151,0.911465134,0.698,0.790576509,0.0678
3.44,0.47619048,0.8149,0.912929452,0.6962,0.789969363,0.0664
3.45,0.47619048,0.8148,0.913340336,0.6956,0.789736603,0.066
3.43,0.47619048,0.8144,0.911733892,0.6962,0.789521433,0.0674
3.46,0.47619048,0.8142,0.913638757,0.694,0.78881564,0.0656
3.47,0.47619048,0.8135,0.913916029,0.6922,0.787754638,0.0652
3.48,0.47619048,0.8135,0.914134742,0.692,0.787706318,0.065
3.49,0.47354499,0.8129,0.913998412,0.6908,0.786877777,0.065
3.5,0.47354499,0.8129,0.914437086,0.6904,0.786780627,0.0646
3.52,0.46825397,0.8126,0.915470494,0.6888,0.78612189,0.0636
3.51,0.46825397,0.8124,0.914543524,0.6892,0.786040146,0.0644
3.53,0.46825397,0.8122,0.915380522,0.688,0.785567481,0.0636
3.54,0.46825397,0.8119,0.915977594,0.6868,0.785004,0.063
3.55,0.46560848,0.811,0.91599786,0.6848,0.783703365,0.0628
3.56,0.45767197,0.8109,0.916198126,0.6844,0.783514596,0.0626
