threshold,unknown_detection_rate,accuracy,precision,recall,f1,false_positive_rate
threshold,unknown_detection_rate,accuracy,precision,recall,f1,false_positive_rate
threshold,unknown_detection_rate,accuracy,precision,recall,f1,false_positive_rate
threshold,unknown_detection_rate,accuracy,precision,recall,f1,false_positive_rate
1.06,0.95377845,0.7864,0.72044335,0.936,0.814196242,0.3632
1.03,0.954023,0.7858,0.718970273,0.9384,0.814159292,0.3668
1.02,0.9547567,0.7856,0.718549128,0.939,0.814114791,0.3678
1.01,0.95500124,0.7854,0.718062347,0.9398,0.814102564,0.369
1,0.95500124,0.7853,0.717819514,0.9402,0.814096459,0.3696
1,0.95500124,0.7853,0.717819514,0.9402,0.814096459,0.3696
1.05,0.95377845,0.786,0.719729564,0.9368,0.814042405,0.3648
1.9,0.8980191,0.8177,0.83169764,0.7966,0.813770559,0.1612
0.99,0.95549035,0.7847,0.717030035,0.9406,0.813738213,0.3712
0.98,0.9557349,0.7846,0.716788544,0.941,0.813732273,0.3718
1.91,0.8967963,0.8179,0.832879581,0.7954,0.81370844,0.1596
0.71,0.9640499,0.7814,0.709001783,0.9546,0.813672008,0.3918
0.7,0.964539,0.7813,0.70889648,0.9546,0.813602659,0.392
1.92,0.89532894,0.818,0.834033613,0.794,0.81352459,0.158
0.97,0.9557349,0.7842,0.716286149,0.9412,0.813483146,0.3728
0.69,0.964539,0.7811,0.708685969,0.9546,0.813463997,0.3924
0.9,0.95842505,0.7832,0.714026602,0.9448,0.813360882,0.3784
0.74,0.9633162,0.7814,0.709624553,0.9526,0.813353825,0.3898
0.73,0.9638053,0.7813,0.709394075,0.953,0.813348127,0.3904
0.88,0.9603815,0.7828,0.713208685,0.946,0.813273728,0.3804
0.68,0.964539,0.7807,0.708141777,0.955,0.813250447,0.3936
0.72,0.9640499,0.781,0.708890871,0.9536,0.813235545,0.3916
0.91,0.95842505,0.7832,0.714285714,0.944,0.813232254,0.3776
0.93,0.9569577,0.7834,0.714827168,0.943,0.813211452,0.3762
0.95,0.9564686,0.7835,0.715196599,0.9422,0.813152671,0.3752
0.8,0.96184886,0.7817,0.710758641,0.95,0.813147308,0.3866
0.89,0.9598924,0.7828,0.713466184,0.9452,0.813145217,0.3796
0.67,0.964539,0.7805,0.707870165,0.9552,0.813143781,0.3942
0.87,0.9603815,0.7825,0.712822058,0.9462,0.813096159,0.3812
0.76,0.9620934,0.7813,0.709894046,0.9514,0.813092898,0.3888
0.75,0.96307164,0.7812,0.709662988,0.9518,0.813087306,0.3894
0.96,0.9557349,0.7835,0.715392797,0.9416,0.813055867,0.3746
0.82,0.96135974,0.7818,0.711244378,0.9488,0.81302485,0.3852
0.85,0.9603815,0.7821,0.712073372,0.9472,0.812977427,0.383
0.79,0.96184886,0.7814,0.710376794,0.9502,0.812970568,0.3874
0.92,0.9569577,0.783,0.714328991,0.9432,0.812963282,0.3772
0.77,0.9620934,0.7812,0.709913407,0.951,0.81295948,0.3886
0.63,0.9650281,0.7799,0.706812472,0.9566,0.812951474,0.3968
0.94,0.9564686,0.7832,0.714871017,0.9422,0.812942192,0.3758
0.66,0.964539,0.7802,0.707555556,0.9552,0.81293617,0.3948
0.58,0.96771824,0.7794,0.705683157,0.9586,0.812924016,0.3998
0.59,0.9657618,0.7795,0.705969049,0.958,0.812897751,0.399
0.64,0.9650281,0.78,0.707161882,0.9558,0.812893349,0.3958
0.81,0.96184886,0.7815,0.710798263,0.9492,0.812880021,0.3862
1.93,0.89459527,0.8177,0.835055895,0.7918,0.81285289,0.1564
0.86,0.9603815,0.7821,0.712328767,0.9464,0.812848922,0.3822
0.61,0.9650281,0.7796,0.706316411,0.9572,0.812839674,0.398
0.6,0.96527267,0.7795,0.706090547,0.9576,0.812834225,0.3986
0.84,0.9611152,0.7818,0.711625113,0.9476,0.81283239,0.384
0.83,0.9611152,0.7817,0.711391265,0.948,0.812826888,0.3846
0.78,0.9620934,0.7811,0.709995518,0.9504,0.812793979,0.3882
0.65,0.96478355,0.7799,0.707179867,0.9554,0.812760527,0.3956
0.62,0.9650281,0.7796,0.706499261,0.9566,0.812744265,0.3974
0.57,0.9686965,0.779,0.705267805,0.9586,0.812648355,0.4006
0.56,0.9701639,0.7787,0.704956611,0.9586,0.812441732,0.4012
0.55,0.9711421,0.778,0.70423156,0.9586,0.81196002,0.4026
1.94,0.89410615,0.8171,0.8359822,0.789,0.811811915,0.1548
0.54,0.9713867,0.7774,0.703551512,0.9588,0.811579482,0.404
0.49,0.97260946,0.7767,0.702000292,0.9616,0.811545278,0.4082
0.5,0.97260946,0.7767,0.702236515,0.9608,0.811417955,0.4074
0.53,0.9713867,0.777,0.702960141,0.9594,0.811400541,0.4054
0.52,0.9716312,0.7769,0.702738322,0.9598,0.811395722,0.406
0.51,0.97212034,0.7766,0.7023705,0.96,0.811221903,0.4068
1.95,0.89288336,0.8167,0.83627097,0.7876,0.811206097,0.1542
0.48,0.97260946,0.7761,0.70138585,0.9616,0.811134542,0.4094
1.96,0.89117146,0.8167,0.837561288,0.7858,0.810855433,0.1524
0.47,0.97260946,0.7755,0.700772482,0.9616,0.810724222,0.4106
0.36,0.9748105,0.7742,0.698178664,0.966,0.810538681,0.4176
0.35,0.9748105,0.7741,0.698077757,0.966,0.810470677,0.4178
0.34,0.9748105,0.774,0.697862507,0.9664,0.810466286,0.4184
1.97,0.88994867,0.8165,0.838213293,0.7844,0.810414299,0.1514
0.46,0.97260946,0.7749,0.700101907,0.9618,0.81034628,0.412
1.98,0.88897043,0.8166,0.839117395,0.7834,0.810302027,0.1502
0.45,0.972854,0.7747,0.699839953,0.962,0.810241725,0.4126
0.44,0.97334313,0.7746,0.699621983,0.9624,0.810237414,0.4132
0.33,0.9748105,0.7735,0.697188176,0.967,0.810222036,0.42
0.43,0.9735877,0.7743,0.699143313,0.963,0.810128712,0.4144
0.42,0.97383225,0.7742,0.698984035,0.9632,0.810092515,0.4148
0.41,0.9740768,0.7741,0.698767223,0.9636,0.810088272,0.4154
0.39,0.97432137,0.774,0.698550725,0.964,0.810084034,0.416
0.32,0.9748105,0.7732,0.696773264,0.9674,0.810082063,0.421
0.4,0.9740768,0.774,0.698608292,0.9638,0.81005211,0.4158
0.38,0.9745659,0.7739,0.698392003,0.9642,0.810047887,0.4164
0.37,0.9745659,0.7738,0.698176028,0.9646,0.810043668,0.417
1.99,0.8879922,0.8164,0.839776632,0.782,0.809859155,0.1492
2,0.8870139,0.8166,0.84086994,0.781,0.809829946,0.1478
2,0.8870139,0.8166,0.84086994,0.781,0.809829946,0.1478
