threshold,unknown_detection_rate,accuracy,precision,recall,f1,false_positive_rate
threshold,unknown_detection_rate,accuracy,precision,recall,f1,false_positive_rate
threshold,unknown_detection_rate,accuracy,precision,recall,f1,false_positive_rate
threshold,unknown_detection_rate,accuracy,precision,recall,f1,false_positive_rate
0.46,0.8236615,0.7705,0.704893198,0.9306,0.802172227,0.3896
0.23,0.8357887,0.7682,0.699672424,0.9398,0.802150905,0.4034
0.82,0.7941071,0.7747,0.715046188,0.9134,0.802142794,0.364
0.22,0.83623785,0.7681,0.699508855,0.94,0.802116222,0.4038
0.95,0.7803629,0.7772,0.72147651,0.903,0.802096287,0.3486
0.26,0.8343514,0.7683,0.70001491,0.939,0.802084223,0.4024
0.68,0.8062343,0.7726,0.710080148,0.9214,0.802054318,0.3762
0.66,0.80865973,0.7723,0.709364909,0.9226,0.802051639,0.378
0.48,0.8221344,0.7706,0.705435773,0.9292,0.802002417,0.388
0.49,0.82150555,0.7706,0.705435773,0.9292,0.802002417,0.388
0.81,0.79491556,0.7744,0.714576165,0.9138,0.802001053,0.365
0.94,0.7811714,0.7768,0.720663265,0.904,0.801987225,0.3504
0.2,0.8365972,0.7679,0.699300699,0.94,0.801979353,0.4042
0.21,0.83632773,0.7679,0.699300699,0.94,0.801979353,0.4042
0.25,0.83498025,0.7681,0.69980623,0.939,0.80194722,0.4028
0.24,0.8356091,0.768,0.699582961,0.9394,0.801946389,0.4034
0.64,0.8103665,0.7719,0.708672295,0.9234,0.801910551,0.3796
0.65,0.80928856,0.772,0.708973571,0.9228,0.801876955,0.3788
0.84,0.7918613,0.7749,0.716082377,0.911,0.801866033,0.3612
0.47,0.82249373,0.7703,0.704990141,0.9296,0.801863193,0.389
0.96,0.77919513,0.7771,0.721715474,0.902,0.801849053,0.3478
0.19,0.8369565,0.7677,0.699092667,0.94,0.801842532,0.4046
0.62,0.81225294,0.7716,0.708090714,0.9242,0.80183932,0.381
0.85,0.79060364,0.7751,0.716648291,0.91,0.801832761,0.3598
0.8,0.79626304,0.774,0.713928795,0.9144,0.801823921,0.3664
0.5,0.82114625,0.7704,0.705346294,0.9288,0.80179558,0.388
0.63,0.81189364,0.7716,0.708218338,0.9238,0.801770526,0.3806
0.57,0.8162954,0.771,0.706807082,0.9262,0.801765928,0.3842
0.51,0.82024795,0.7704,0.70540869,0.9286,0.801761354,0.3878
0.86,0.78979516,0.7752,0.717103187,0.909,0.8017287,0.3586
0.69,0.8056953,0.7723,0.710010797,0.9206,0.801706871,0.376
0.18,0.83722603,0.7675,0.698884758,0.94,0.801705757,0.405
0.17,0.8374955,0.7674,0.698662704,0.9404,0.80170503,0.4056
0.61,0.8135106,0.7713,0.707638145,0.9246,0.801699471,0.382
0.6,0.8144987,0.7712,0.707402875,0.925,0.801698735,0.3826
0.87,0.78844774,0.7754,0.717673095,0.908,0.801695215,0.3572
0.53,0.81881064,0.7705,0.705828641,0.9276,0.801659321,0.3866
0.56,0.81692415,0.7707,0.706357676,0.9266,0.801626438,0.3852
0.88,0.7871901,0.7755,0.718062371,0.9072,0.801625873,0.3562
0.93,0.78242904,0.7762,0.719904459,0.9042,0.801595745,0.3518
0.52,0.81970894,0.7703,0.705551331,0.9278,0.801555076,0.3872
0.71,0.80407834,0.7723,0.710335239,0.9196,0.801534036,0.375
0.7,0.8051563,0.7722,0.710095709,0.92,0.801533368,0.3756
0.58,0.81557673,0.7708,0.706780696,0.9256,0.801524073,0.384
0.92,0.7835968,0.776,0.719535476,0.9046,0.801524012,0.3526
0.54,0.8176428,0.7704,0.705846529,0.9272,0.801521438,0.3864
0.89,0.78620195,0.7755,0.718269688,0.9066,0.801520644,0.3556
2.23,0.5529105,0.8158,0.868925234,0.7438,0.801508621,0.1122
0.16,0.8374955,0.7671,0.698351404,0.9404,0.801500043,0.4062
2.24,0.5504851,0.8159,0.869646618,0.7432,0.801466624,0.1114
0.91,0.7841358,0.7758,0.719167196,0.905,0.801452356,0.3534
0.77,0.79895794,0.773,0.712286159,0.916,0.801399825,0.37
0.75,0.8005749,0.7727,0.711559348,0.9172,0.80139799,0.3718
0.15,0.83758533,0.7669,0.698085201,0.9406,0.801397291,0.4068
0.59,0.8153072,0.7707,0.706799083,0.9252,0.801385881,0.3838
0.74,0.80093426,0.7725,0.711142104,0.9178,0.801362089,0.3728
0.79,0.7969817,0.7733,0.713149275,0.9144,0.801332048,0.3678
0.73,0.8019224,0.7723,0.710725894,0.9184,0.801326237,0.3738
0.55,0.81701404,0.7702,0.70575693,0.9268,0.801314197,0.3864
0.9,0.7857528,0.7754,0.718432741,0.9058,0.801309271,0.355
0.76,0.79985625,0.7728,0.711998757,0.9162,0.801294385,0.3706
0.78,0.7983291,0.773,0.712550607,0.9152,0.801260725,0.3692
0.72,0.80318004,0.7721,0.710375754,0.9188,0.801255777,0.3746
0.13,0.837765,0.7664,0.69739182,0.9412,0.801157644,0.4084
0.11,0.83848363,0.7661,0.696965211,0.9416,0.801020842,0.4094
