self_radius,self_count,accuracy,precision,recall,f1,far,uc
self_radius,self_count,accuracy,precision,recall,f1,far,uc
0.09,661,0.7347,0.702922359,0.813,0.753964574,0.3436,0.924528302
0.09,671,0.7347,0.702922359,0.813,0.753964574,0.3436,0.924528302
0.1,661,0.7367,0.707595159,0.8068,0.753948229,0.3334,0.924528302
0.11,1170,0.741,0.71806008,0.7936,0.753942618,0.3116,0.92109777
0.11,1180,0.741,0.71806008,0.7936,0.753942618,0.3116,0.92109777
0.11,1190,0.741,0.71806008,0.7936,0.753942618,0.3116,0.92109777
0.11,1200,0.741,0.71806008,0.7936,0.753942618,0.3116,0.92109777
0.11,1210,0.741,0.71806008,0.7936,0.753942618,0.3116,0.92109777
0.11,1220,0.741,0.71806008,0.7936,0.753942618,0.3116,0.92109777
0.1,691,0.7368,0.707865169,0.8064,0.753926702,0.3328,0.924528302
0.1,701,0.7368,0.707865169,0.8064,0.753926702,0.3328,0.924528302
0.1,711,0.7368,0.707865169,0.8064,0.753926702,0.3328,0.924528302
0.1,721,0.7368,0.707865169,0.8064,0.753926702,0.3328,0.924528302
0.1,731,0.7368,0.707865169,0.8064,0.753926702,0.3328,0.924528302
0.11,641,0.7381,0.710969343,0.8024,0.753922766,0.3262,0.922813036
0.12,1130,0.7416,0.719636364,0.7916,0.753904762,0.3084,0.922813036
0.09,781,0.7349,0.703517588,0.812,0.753876149,0.3422,0.924528302
0.09,791,0.7349,0.703517588,0.812,0.753876149,0.3422,0.924528302
0.11,591,0.7379,0.710568242,0.8028,0.753873603,0.327,0.922813036
0.12,651,0.7397,0.714977578,0.7972,0.753853428,0.3178,0.922813036
0.11,621,0.738,0.710843373,0.8024,0.753851935,0.3264,0.922813036
0.11,631,0.738,0.710843373,0.8024,0.753851935,0.3264,0.922813036
0.11,551,0.7378,0.710368011,0.803,0.753849042,0.3274,0.922813036
0.11,561,0.7378,0.710368011,0.803,0.753849042,0.3274,0.922813036
0.11,571,0.7378,0.710368011,0.803,0.753849042,0.3274,0.922813036
0.11,581,0.7378,0.710368011,0.803,0.753849042,0.3274,0.922813036
0.14,451,0.7415,0.719505544,0.7916,0.753832968,0.3086,0.92109777
0.1,671,0.7366,0.70754386,0.8066,0.753831776,0.3334,0.924528302
0.1,681,0.7366,0.70754386,0.8066,0.753831776,0.3334,0.924528302
0.12,591,0.7394,0.714285714,0.798,0.753825808,0.3192,0.922813036
0.11,1230,0.7409,0.71800905,0.7934,0.753824228,0.3116,0.92109777
0.11,1240,0.7409,0.71800905,0.7934,0.753824228,0.3116,0.92109777
0.11,1250,0.7409,0.71800905,0.7934,0.753824228,0.3116,0.92109777
0.11,1260,0.7409,0.71800905,0.7934,0.753824228,0.3116,0.92109777
0.11,1270,0.7409,0.71800905,0.7934,0.753824228,0.3116,0.92109777
0.11,1280,0.7409,0.71800905,0.7934,0.753824228,0.3116,0.92109777
0.11,1290,0.7409,0.71800905,0.7934,0.753824228,0.3116,0.92109777
0.11,1300,0.7409,0.71800905,0.7934,0.753824228,0.3116,0.92109777
0.11,1310,0.7409,0.71800905,0.7934,0.753824228,0.3116,0.92109777
0.12,1140,0.7415,0.719585379,0.7914,0.753786075,0.3084,0.922813036
0.12,1150,0.7415,0.719585379,0.7914,0.753786075,0.3084,0.922813036
0.12,621,0.7394,0.714362464,0.7978,0.753779289,0.319,0.922813036
0.12,631,0.7394,0.714362464,0.7978,0.753779289,0.319,0.922813036
0.09,611,0.7341,0.701845146,0.814,0.753773498,0.3458,0.924528302
0.09,621,0.7341,0.701845146,0.814,0.753773498,0.3458,0.924528302
0.09,631,0.7341,0.701845146,0.814,0.753773498,0.3458,0.924528302
0.12,1110,0.7414,0.719374773,0.7916,0.753761188,0.3088,0.922813036
0.12,1120,0.7414,0.719374773,0.7916,0.753761188,0.3088,0.922813036
0.09,801,0.7348,0.703466205,0.8118,0.753760446,0.3422,0.924528302
0.1,651,0.7364,0.707223001,0.8068,0.753736921,0.334,0.924528302
0.12,661,0.7396,0.714926444,0.797,0.753735578,0.3178,0.922813036
0.12,671,0.7396,0.714926444,0.797,0.753735578,0.3178,0.922813036
0.1,521,0.7352,0.704450626,0.8104,0.753720238,0.34,0.924528302
0.11,601,0.7378,0.710591569,0.8024,0.753710314,0.3268,0.922813036
0.11,611,0.7378,0.710591569,0.8024,0.753710314,0.3268,0.922813036
0.12,601,0.7393,0.714234557,0.7978,0.753708077,0.3192,0.922813036
0.12,611,0.7393,0.714234557,0.7978,0.753708077,0.3192,0.922813036
0.11,1320,0.7408,0.717958001,0.7932,0.753705815,0.3116,0.92109777
0.11,1330,0.7408,0.717958001,0.7932,0.753705815,0.3116,0.92109777
0.08,921,0.7328,0.699042408,0.8176,0.753687316,0.352,0.926243568
0.11,531,0.7373,0.709443954,0.8038,0.753680263,0.3292,0.922813036
0.11,541,0.7373,0.709443954,0.8038,0.753680263,0.3292,0.922813036
0.12,1050,0.7411,0.718823743,0.792,0.753639737,0.3098,0.922813036
0.12,681,0.7395,0.714875292,0.7968,0.753617705,0.3178,0.922813036
0.09,651,0.7342,0.702315135,0.813,0.753615128,0.3446,0.924528302
0.08,1170,0.7353,0.704858088,0.8096,0.753607,0.339,0.922813036
0.08,1180,0.7353,0.704858088,0.8096,0.753607,0.339,0.922813036
0.08,1190,0.7353,0.704858088,0.8096,0.753607,0.339,0.922813036
0.08,1200,0.7353,0.704858088,0.8096,0.753607,0.339,0.922813036
0.08,1210,0.7353,0.704858088,0.8096,0.753607,0.339,0.922813036
0.08,1220,0.7353,0.704858088,0.8096,0.753607,0.339,0.922813036
0.1,501,0.735,0.70420577,0.8104,0.753580063,0.3404,0.924528302
0.1,511,0.735,0.70420577,0.8104,0.753580063,0.3404,0.924528302
0.12,691,0.7395,0.714952432,0.7966,0.753571091,0.3176,0.922813036
0.12,701,0.7395,0.714952432,0.7966,0.753571091,0.3176,0.922813036
0.12,711,0.7395,0.714952432,0.7966,0.753571091,0.3176,0.922813036
0.12,721,0.7395,0.714952432,0.7966,0.753571091,0.3176,0.922813036
0.12,731,0.7395,0.714952432,0.7966,0.753571091,0.3176,0.922813036
0.12,741,0.7395,0.714952432,0.7966,0.753571091,0.3176,0.922813036
0.12,751,0.7395,0.714952432,0.7966,0.753571091,0.3176,0.922813036
0.12,761,0.7395,0.714952432,0.7966,0.753571091,0.3176,0.922813036
0.09,601,0.7338,0.701482248,0.814,0.753564155,0.3464,0.924528302
0.08,1260,0.7353,0.704929455,0.8094,0.753561121,0.3388,0.922813036
0.08,1270,0.7353,0.704929455,0.8094,0.753561121,0.3388,0.922813036
0.08,1280,0.7353,0.704929455,0.8094,0.753561121,0.3388,0.922813036
0.08,1290,0.7353,0.704929455,0.8094,0.753561121,0.3388,0.922813036
0.08,1300,0.7353,0.704929455,0.8094,0.753561121,0.3388,0.922813036
0.08,1310,0.7353,0.704929455,0.8094,0.753561121,0.3388,0.922813036
0.08,1320,0.7353,0.704929455,0.8094,0.753561121,0.3388,0.922813036
0.08,1330,0.7353,0.704929455,0.8094,0.753561121,0.3388,0.922813036
0.12,1060,0.741,0.718772694,0.7918,0.753521127,0.3098,0.922813036
0.11,461,0.7364,0.707586934,0.8058,0.753506639,0.333,0.922813036
0.11,471,0.7364,0.707586934,0.8058,0.753506639,0.333,0.922813036
0.11,481,0.7364,0.707586934,0.8058,0.753506639,0.333,0.922813036
